Owner_First_Name,Owner_Family_Name,Property_Type,Property_Location,Rent_Income
,STELLA,casa pepian,Corte Stella,12 ducati
Geltrude,TANAGLIA STIPPIN DA PADOVA,soffitta,Corte Stella,10 ducati
Geltrude,TANAGLIA STOPPIN DA PADOVA,porzione di casa,Corte Stella,10 ducati
Geltrude,TANAGLIA STOPPIN DA PADOVA,porzione di casa,Corte Stella,10 ducati
Geltrude,TANAGLIA STOPPIN DA PADOVA,porzione di casa inafittata,Corte Stella,10 ducati
Geltrude,TANAGLIA STOPPIN DA PADOVA,porzione di casa,Corte Stella,12 ducati
,ANGELI FELTRE,casa pepian vuota,Corte Stella,18 ducati
,ANGELI FELTRE,porzione casa,Corte Stella,12 ducati
,ANGELI FELTRE,porzione casa,Corte Stella,12 ducati
,ANGELI FELTRE,porzione di casa,Corte Stella,16 ducati
,ANGELI FELTRE,porzione di casa,Corte Stella,12 ducati
,ANGELI FELTRE,prozione di casa,Corte Stella,12 ducati
,ANGELI FELTRE,porzione di casa,Corte Stella,6 ducati
,ANGELI FELTRE,porzione di casa,Corte Stella,12 ducati
,ANGELI FELTRE,porzione di casa,Corte Stella,10 ducati
Emilia,BARBARIGO BOLLANI BALLARINI,casa,Ponte di Ca Michiel,6 ducati
Emilia,BARBARIGO BOLLANI BALLARINI,casa porzione,Ponte di Ca Michiel,20 ducati
Emilia,BARBARIGO BOLLANI BALLARINI,porzione di casa vuota,Ponte di Ca Michiel,20 ducati
Giulio,TRIESTE,casa,Ponte di Ca Michiel,50 ducati
Giulio,TRIESTE,casa,Ponte di Ca Michiel,150 ducati
,STELLA,casa,Ponte di Ca Michiel,100 ducati
,STELLA,casa,Ponte di Ca Michiel,100 ducati
,STELLA,porzione di casa,Ponte di Ca Michiel,50 ducati
Marco,BENZON,casa,Calle Stella,90 ducati
Domenico,PASINI,casa pepian,Calle Stella,6 ducati
Domenico,PASINI,casa rovinosa,Calle Stella,0
Bernardo,RE,porzione di casa,Calle Stella,10 ducati
Bernardo,RE,altra porzione di casa,Calle Stella,10 ducati
Marc'antonio,GRIMANI,casa,Calle Stella,42 ducati
Antonio,BUSI,casa pepian,Calle di Ca Bon,10 ducati
Gerolamo,GENTILI,casa,Calle di Ca Bon,22 ducati
Lugretia,GENTILI,casa,Calle di Ca Bon,18 ducati
Gasparo,MORO,casa,Calle Stella,48 ducati
Marc'antonio,GALANTI,casa,Ponte di Ca Bollani,74 ducati
,COLTELLI,casa,Ponte di Ca Bollani,40 ducati
,MOCENIGO,porzione di casa,Ponte di Ca Bollani,18 ducati
Iseppo,BASSINI,altra porzione di casa,Ponte di Ca Bollani,24 ducati
Bernardo,MARCHETTI,casa vuota,Corte di Ca Bollani,58 ducati
Francesco,ZEN,casa,Corte di Ca Bollani,44 ducati
Bernardo,MARCHETTI,casa pepian,Corte di Ca Bollani,14 ducati
Bernardo,MARCHETTI,casa,Corte di Ca Bollani,14 ducati
Alvise,BON,casa,Corte di Ca Bollani,52 ducati
Bernardo,MARCHETTI,casa pepian,Corte di Ca Bollani,10 ducati
Michiel,GRIMANI,casa,Corte di Ca Bollani,60 ducati
,BETTONI,casa vuota,Appresso Ca Vidman,30 ducati
,BETTONI,casa,Appresso Ca Vidman,36 ducati
,PISANI,casa e zuccararia,Appresso Ca Vidman,200 ducati
Giacomo,CORNER,casa,Appresso Ca Vidman,176 ducati
Elena,VIANOL,casa,Ponte di Ca Vidman,200 ducati
Isabella,CORNER,casa,Ponte di Ca Vidman,100 ducati
Giorgio Angelo,STELLA,casa,Ponte di Ca Vidman,100 ducati
Zuanne,VIDMAN,casa,Appresso Santa Maria Nova,330 ducati
Zuanne,VIDMAN,bottega,Appresso Santa Maria Nova,14 ducati
Zuanne,VIDMAN,casa,Appresso Santa Maria Nova,50 ducati
Zuanne,VIDMAN,casa,Appresso Santa Maria Nova,46 ducati
,LOREDAN,Palazzo vuoto,Ponte della Panada,0
Francesco,SEGAMORA,libertà,Traghetto di Muran,9 ducati
Carlo,CALVI,libertà,Traghetto di Muran,10 ducati
Carlo,CALVI,libertà,Traghetto di Muran,10 ducati
Carlo,CALVI,libertà,Traghetto di Muran,10 ducati
Carlo,CALVI,libertà,Traghetto di Muran,10 ducati
Maria,COLOMBA CORNELLI,libertà,Traghetto di Muran,9 ducati
Cattarina,CALVI,libertà,Traghetto di Muran,9 ducati
Benetta,STRAMAZZI,libertà,Traghetto di Muran,9 ducati
,BERTARO,libertà,Traghetto di Muran,9 ducati
Antonio,PAGANONI,libertà,Traghetto di Muran,9 ducati
Michiel,MOROSINI,casa,Calle del Erbariol,32 ducati
Maria,BONAVANA,libertà,Traghetto di Muran,10 ducati
Maria,BONAVANA,libertà,Traghetto di Muran,10 ducati
Paolina,GRIMANI,libertà,Traghetto di Muran,9 ducati
Paoliona,GRIMANI,libertà,Traghetto di Muran,9 ducati
Iseppo,SCARAMELLA,libertà,Traghetto di Muran,9 ducati
Iseppo,SCARAMELLA,libertà,Traghetto di Muran,9 ducati
Iseppo,SCARAMELLA,libertà,Traghetto di Muran,9 ducati
Iseppo,SCARAMELLA,libertà,Traghetto di Muran,9 ducati
Iseppo,SCARAMELLA,libertà,Traghetto di Muran,9 ducati
Iseppo,SCARAMELLA,libertà,Traghetto di Muran,9 ducati
,BARBARIA,libertà,Traghetto di Muran,10 ducati
,BARBARIA,libertà,Traghetto di Muran,10 ducati
,BARBARIA,libertà,Traghetto di Muran,10 ducati
,BARBARIA,libertà,Traghetto di Muran,10 ducati
,BARBARIA,libertà,Traghetto di Muran,10 ducati
,BARBARIA,libertà,Traghetto di Muran,10 ducati
,BARBARIA,libertà,Traghetto di Muran,10 ducati
,BARBARIA,libertà,Traghetto di Muran,10 ducati
Antonio,COSTINOVI,libertà,Traghetto di Muran,9 ducati
Nicolo,CONTARINI,libertà,Traghetto di Muran,9 ducati
Giacomo,ANTONELLI,libertà,Traghetto di Muran,10 ducati
Giacomo,ANTONELLI,libertà,Traghetto di Muran,10 ducati
Maria,BONETTI,libertà,Traghetto di Muran,10 ducati
Domenico,MORANDI,libertà,Traghetto di Muran,9 ducati
Zuanne,CALVI,libertà,Traghetto di Muran,9 ducati
Zuanne,CALVI,libertà,Traghetto di Muran,9 ducati
Francesco,CANNEO,libertà,Traghetto di Muran,8 ducati
Francesco,CANNEO,libertà,Traghetto di Muran,8 ducati
Bastiana,TRASI,libertà,Traghetto di Muran,10 ducati
Francesco,CANEO,libertà,Traghetto di Muran,8 ducati
Zuanne,BIONDI,libertà,Traghetto di Muran,10 ducati
Francesco,DELAGO,libertà,Traghetto di Muran,10 ducati
Antonio,PAVANONI,libertà,Traghetto di Muran,9 ducati
Paolina,GRIMANI,libertà,Traghetto di Muran,9 ducati
Maria Benedetta Giacomo,DI MURANO,libertà,Traghetto di Muran,10 ducati
Girolamo,DAL LIN,Casa,Calle di Santa Cattarina principia alle Fondamenta Nove,56 ducati
Lorenzo,PEZZANA,Casa,Calle di Santa Cattarina principia alle Fondamenta Nove,30 ducati
Almoro,BARBARO,Casa,Calle di Santa Cattarina principia alle Fondamenta Nove,50 ducati
Lucieta,GRIMANI MALVEZZI,Casa,Calle di Santa Cattarina principia alle Fondamenta Nove,45 ducati
Lucieta,GRIMANI MALVEZZI,Casa,Calle di Santa Cattarina principia alle Fondamenta Nove,40 ducati
Lucietta,GRIMANI MALVEZZI,Casa,Calle di Santa Cattarina principia alle Fondamenta Nove,30 ducati
Lucietta,GRIMANI MALVEZZI,Casa,Calle di Santa Cattarina principia alle Fondamenta Nove,65 ducati
Lucietta,GRIMANI MALVEZZI,Casa,Calle di Santa Cattarina principia alle Fondamenta Nove,40 ducati
Lodovico,BELOTTO,Casa,Calle di Santa Cattarina principia alle Fondamenta Nove,53 ducati
Lodovico,BELOTTO,Casa,Calle di Santa Cattarina principia alle Fondamenta Nove,32 ducati
Alessandro,DUODO,Casa e Bottega da Frutariol,Calle di Santa Cattarina principia alle Fondamenta Nove,16 ducati
Iseppo,MOSCARELLO,Inviamento da Frutariol,Calle di Santa Cattarina principia alle Fondamenta Nove,0
Alvise,PISANI,Casa,Calle di Santa Cattarina principia alle Fondamenta Nove,1022 lire de piccoli
Alessandro,DUODO,Altra porcion dei casa,Calle di Santa Cattarina principia alle Fondamenta Nove,15 ducati
Gerolamo,FINI,Casa,Calle di Ca' Boldù,60 ducati
Nicolo,DONA,Casa,Calle di Ca' Boldù,100 ducati
Nicolo,DONA,Casa,Calle di Ca' Boldù,95 ducati
Girolamo,FINI,Casa,Calle di Ca' Boldù,90 ducati
Girolamo,FINI,Casa,Calle di Ca' Boldù,60 ducati
Antonio,SANTORIO,Casa,Calle di Ca' Boldù,70 ducati
Antonio,SANTORIO,Casa,Calle di Ca' Boldù,9 ducati
Zuanne,DUODO,Casa,Calle di Ca' Boldù,22 ducati
Antonio,SANTORIO,Casa,Calle di Ca' Boldù,65 ducati
Zuanne,DUODO,Casa,Calle di Ca' Boldù,18 ducati
Zuanne,DUODO,Casa,Calle di Ca' Boldù,12 ducati
Zuanne,DUODO,Porcion di detta casa,Calle di Ca' Boldù,12 ducati
Girolamo,VENIER,Casa,Calle di Santa Cattarina principia alle Fondamenta Nove,10 ducati
Girolamo,VENIER,Casa,Calle de Colori,14 ducati
Girolamo,VENIER,Porcion di casa,Calle de Colori,23 ducati
Girolamo,VENIER,Casa,Calle de Colori,28 ducati
Girolamo,VENIER,Casa,Calle de Colori,12 ducati
Girolamo,SALAMON,Casa,Calle de Colori,34 ducati
Margarita,CAMPANA,Casa propria per suo uso,Calle de Colori,0
Girolamo,SALAMON,Casa,Calle de Colori,35 ducati
Giacomo,FANZELLI,Casa,Calle de Colori,30 ducati
Antonio Alvise,GRITTI,Casa,Calle de Colori,40 ducati
Alvise,GRITTI,Casa vuota,Calle de Colori,28 ducati
Vicenzo,DARIVA,Casa,Calle de Colori,30 ducati
,ALBERTI,Casa vuota,Calle de Colori,38 ducati
Giovanni Antonio,FONCECA,Casa,Calle di Santa Cattarina principia alle Fondamenta Nove,16 ducati
Zuanne,BALBI,Casa,Calle di Santa Cattarina principia alle Fondamenta Nove,24 ducati
Piero Maria,CONTARINI,Casa e Bottega da Luganegher,Calle di Santa Cattarina principia alle Fondamenta Nove,20 ducati
,VEDOA MAGNO,Altre porcion di casa,Calle di Santa Cattarina principia alle Fondamenta Nove,9 ducati
Domenico,ZUCCHETTO,Inviamento,Calle di Santa Cattarina principia alle Fondamenta Nove,0
Piero Maria,CONTARINI,Casa,Calle di Santa Cattarina principia alle Fondamenta Nove,32 ducati
Pier'antonio,CONTARINI,Casa,Calle di Santa Cattarina principia alle Fondamenta Nove,50 ducati
Vicenzo,MOLIN,Casa e Bottega da spicier da medecine,Calle di Santa Cattarina principia alle Fondamenta Nove,70 ducati
Giulio,TRIESTE,Casa,Corte del Lovo,15 ducati
Giulio,TRIESTE,Casa,Corte del Lovo,180 ducati
Alessandro,CONTARINI,Casa,Corte del Lovo,13 ducati
Zorzi,MOROSINI,Casa,Corte del Lovo,67 ducati
Giovanni Battista,MATTACINI,Casa,Calle Lunga sotto il Portico del Frutariol,18 ducati
Paulo,BEMBO,Casa e Bottega da Fruttariol e Magasen,Calle Lunga di Santa Cattarina,32 ducati
Paulo,BEMBO,Altra casetta,Calle Lunga di Santa Cattarina,14 ducati
Girolamo,BEMBO,Casa,Calle Lunga sotto il Portico del Frutariol,58 ducati
Vicenzo,MOLIN,Casa propria di sua abbitazione,Calle Lunga,0
Ubertin,PAPAFAVA,Casa propria di sua abbitazione,Calle Lunga di Santa Cattarina,0
Marco,MAGNO,Casa,Calle Lunga di Santa Cattarina,42 ducati
,MAGGIOR ELIA,Casa,"Scavezadura, in faccia il Nobil Homo Papafava",15 ducati
Marco,MAGNO,Casa,Scavezadura,12 ducati
Marco,MAGNO,Casa,Scavezadura,42 ducati
Pompeo,GORETTI,Casa,Scavezadura,24 ducati
Pompeo,GORETTI,Altra porcion di Casa,Scavezadura,40 ducati
Vicenzo,MOLIN,Casa,Scavezadura,24 ducati
Giovanni Francesco,LOREDAN RUZINI,Casa,Calle Lunga di Santa Cattarina,10 ducati
Daniel,BRAGADIN,Casa,Sotto il Portico a mano Dritta,26 ducati
Daniel,BRAGADIN,Casa,Sotto il Portico a mano Dritta,38 ducati
Daniel,BRAGADIN,Casa,Sotto il Portico a mano Dritta,12 ducati
Daniel,BRAGADIN,Casa,Sotto il Portico a mano Dritta,34 ducati
Pompeo,GORETTI,Casa e Bottega da Perochier,Calle Lunga di Santa Cattarina,20 ducati
Pompeo,GORETTI,Casa,Sotto il Portico a mano Dritta,11 ducati
Pompeo,GORETTI,Altra porcion,Sotto il Portico a mano Dritta,8 ducati
Pompeo,GORETTI,Altra porcion,Sotto il Portico a mano Dritta,14 ducati
Pompeo,GORETTI,Altra porcion,Sotto il Portico a mano Dritta,14 ducati
Pompeo,GORETTI,Altra porcion,Sotto il Portico a mano Dritta,18 ducati
Pompeo,GORETTI,Altra porcion,Sotto il Portico a mano Dritta,14 ducati
Pompeo,GORETTI,Altra porcion,Sotto il Portico a mano Dritta,12 ducati
Pompeo,GORETTI,Altra porcion vuota,Sotto il Portico a mano Dritta,15 ducati
Daniel,BRAGADIN,Casa per carità,Sotto il Portico a mano Dritta,0
Veneranda,VENEZIA,Casa,Calle Lunga di Santa Cattarina,70 ducati
Iseppo,POMO,Casa,Calle Lunga di Santa Cattarina,85 ducati
Zuanne,BETTINI,"Case due di sua abbitazione, e della sua Famiglia",Calle Lunga di Santa Cattarina,0
Graciosa,CHIODO,Casa prorpia di sua abbitazione,Calle Lunga di Santa Cattarina,0
,VENEZIA,Casa,Calle Lunga di Santa Cattarina,24 ducati
Andrea,BARETTA,Casa,Corte de Pretti,56 ducati
Steffano,BRESSANI,Casa di residenza,Corte de Pretti,40 ducati
Steffano,BRESSANI,mezzado o altra casetta,Corte de Pretti,12 ducati
Giovanni Battista,BORELLA,Casa,Corte de Pretti,40 ducati
Giovanni Battista,BORELLA,Mezzado o casetta di sotto,Corte de Pretti,12 ducati
Iseppo,SIEPS,Casa,Corte de Pretti,42 ducati
Alvise,BASADONA,Casa,Calle Lunga di Santa Cattarina,60 ducati
Nicolo,VENIER,Casa,Calle Lunga di Santa Cattarina,70 ducati
Nicolo,VENIER,Casa,Calle Lunga di Santa Cattarina,60 ducati
Antonio,BARETTA,Casa,Sotto il Portico a man dritta,26 ducati
Giacomo,PREZZATO,Casa,Sotto il Portico a man dritta,32 ducati
Giovanni Giacomo,PREZZATO,Altra porcione di casa,Sotto il Portico a man dritta,30 ducati
Lazaro,SOLARI,Casa propria per sua abbitazione,Calle Lunga di Santa Cattarina,0
Nicolo,VENIER,Casa,Calle Lunga di Santa Cattarina,55 ducati
Nicolo,VENIER,Casa,Calle Lunga di Santa Cattarina,20 ducati
Nicolo,VENIER,Casa,Calle Lunga di Santa Cattarina,90 ducati
Zuanne,GRAVATO DA PADOVA,Casa e Bottega da Tentor,Calle Lunga di Santa Cattarina,100 ducati
Alvise,PRIULI,Palazzo abbruciato,Calle di Ca' Priuli,0
Alvise,PRIULI,Case due proprie di sua abbitazione,Calle di Ca' Priuli,0
Zuanne,VIDIMAN,Casa e Bottega da Frutariol,Calle di Ca' Priuli,18 ducati
Zuanne,VIDIMAN,Casa,Calle di Ca' Priuli,26 ducati
Alvise,PRIULI,Casa vuota,Calle di Ca' Priuli,18 ducati
Zuanne,VIDIMAN,Casa,Calle di Ca' Priuli,33 ducati
Agostin,MAGGETTI,Casa,Calle di Ca' Priuli,20 ducati
Agostin,MAFFETTI,Altra portion di casa,Calle di Ca' Priuli,20 ducati
Giovanni Battista,VISENTINI,Casa,Calle di Ca' Priuli,20 ducati
Giovanni Battista,VISENTINI,Altra porcion di detta casa,Calle di Ca' Priuli,24 ducati
Bernardo,LAZZARA,Casa vuota,Calle di Ca' Priuli,16 ducati
Angela,CAPELLO,Casa,Calle di Ca' Priuli,30 ducati
Alvise,PRIULI,Casa e bottega da barbier,Calle di Ca' Priuli,20 ducati
Francesca,ROSI,Casa,Calle di Ca' Priuli,14 ducati
,MARIN,Casa e botega da marangon,Calle di Ca' Priuli,30 ducati
Francesca,ROSI,Casa,Calle di Ca' Priuli,26 ducati
Francesca,ROSI,Casa e bottega da orese,Calle di Ca' Priuli,70 ducati
,MARIN,Casa e Bottega da marcer,Calle di Ca' Priuli,50 ducati
Nicolo,LIONI,Altra porcion di casa suddetta,Calle di Ca' Priuli,16 ducati
Paulina,CORNER DONADO DONADO,Bottega da Medicine,Calle di Ca' Priuli,60 ducati
Carlo,GRITTI,Porcion di casa,Calle di Ca' Priuli,13 ducati
Pier Antonio,SAVIOLI DA PADOVA,Camera,Calle di Ca' Priuli,6 ducati
Girardo,GIRARDI,Altra porcion propria per sua abitazione,Calle di Ca' Priuli,0
Bernardo,MEMO,Casa e Bottega da Fruitariol,Campo Grande di San Felice,56 ducati
Bernardo,MEMO,Altra casa,Campo Grande di San Felice,18 ducati
Domenico,REGGIO,Inviamento,Campo Grande di San Felice,12 ducati
Alvise,RENIER,Casa e bottega da Carter,Campo Grande di San Felice,48 ducati
Alvise,CONDULMER,Casa vuota,Calle del Forno,26 ducati
Sebbastian,BARBARIGO,Casa,Calle del Forno,15 ducati
Sebbastian,BARBARIGO,Casa,Calle del Forno,24 ducati
Sebbastian,BARBARIGO,Casa,Calle del Forno,14 ducati
Nicolo,FOSCARINI,Casa,Calle del Forno,35 ducati
Girolamo,FOSCARINI,Casa,Calle del Forno,12 ducati
Michiel,TAGHER,Casa,Calle del Forno,55 ducati
Michiel,TAGHER,Casa,Calle del Forno,20 ducati
Ferigo,CORNER,Casa,Calle del Forno,12 ducati
Girolamo,CORNER,Casa e Squero,Calle del Forno,26 ducati
Girolamo,CORNER,Casa,Calle del Forno,12 ducati
Alvise,PRIULI,Casa,Calle del Forno,12 ducati
Alvise,PRIULI,Casa soler di sopra,Calle del Forno,18 ducati
Alvise,PRIULI,Casa soler di sotto,Calle del Forno,20 ducati
Anzola,RAGGIO,Metà d'una casa,Calle del Forno,16 ducati
,CONTARINI,Altra mettà,Calle del Forno,16 ducati
Angela,BORTOLOTTI RAGGIO,Casa,Calle del Forno,12 ducati
Marc'antonio,RONZONI BASSAN,Magasen,Campo del Pistor,18 ducati
Marc'antonio,RONZONI BASSAN,CAsa,Campo del Pistor,66 ducati
Girolamo,MIANI,Casa,Campo del Pistor,29 ducati
Maria,VINCENTI MIANI,Altra porzione della detta casa,Campo del Pistor,11 ducati
Ferigo,RENIER,Casa,Campo del Pistor,16 ducati
Giovanni Maria,VINCENTI GRANDE,Casa propria di sua Abbitatione,Campo del Pistor,0
Alessandro,RENIER,Casa,Campo del Pistor,58 ducati
Chiara Barbara,LOMBARDO,Casa vuota,Sotto il Portico,6 ducati
Chiara Barbara,LOMBARDO,Casa,Sotto il Portico,12 ducati
Chiara,BARBERA LOMBARDO,Bottega da Scultor,Sotto il Portico,20 ducati
Girolamo,MIANI,Casa propria di sua Abbitatione,Corte de Polli,0
Maria,VINCENTI MIANI,Casa,Corte de Polli,11 ducati
Maria,VINCENTI MIANI,Casa,Corte de Polli,16 ducati
Ferigo,RENIER,Casa,Campo del Pistor,110 ducati
Cattarina,DA MOLIN,Altra porcion di casa,Campo del Pistor,16 ducati
Paulo,PISANI,Casa,Campo del Pistor,310 ducati
Paulo,PISANI,Casa,Campo del Pistor,96 ducati
Paulo,PISANI,Casa,Campo del Pistor,42 ducati
Paulo,PISANI,Casa,Campo del Pistor,120 ducati
Eleonora,SEMITECOLO GUERRA,Casa,Campo del Pistor,16 ducati
Alvise,CAPELLO,Casa,Calle della Malvasia,12 ducati
Bernardo,LAZZERA DA PADUA,Porcione della suddetta casa,Calle della Malvasia,16 ducati
Bernardo,MEMO,Casa e Bottega da malvasia,Calle della Malvasia,55 ducati
Piero,GHETTA,Inviamento,Calle della Malvasia,17 ducati
Zuanne,CLEMENTI,Altra porcione d'inviamento,Calle della Malvasia,14 ducati
Giovanni,BENZON,Magasen,Calle della Malvasia,26 ducati
Piero,BIANCHI,Porcion di casa,Calle della Malvasia,10 ducati
Piero,BIANCHI,Altra porcion di suddetta casa,Calle della Malvasia,12 ducati
Bernardo,MEMO,Casa,Calle della Malvasia,30 ducati
Girolamo,LOSCHI,Altra porcion di casa,Calle della Malvasia,12 ducati
Bernardo,MEMO,Casa e Bottega da Scaletter,Calle Corrente del Ponte di San Felice,67 ducati
Piero,CASELETTI,Inviamente porcione per carati 8,Calle Corrente del Ponte di San Felice,45 ducati
Gregorio,PATEI,Inviamento porcione per carati 8,Calle Corrente del Ponte di San Felice,50 ducati
Zuanne,BADIN,Inviamento porcione per carati 8,Calle Corrente del Ponte di San Felice,50 ducati
Gicaomina,LIONI,Casa e Bottega de Acque,Calle Corrente del Ponte di San Felice,57 ducati
Pasqua,BRUSABORCO ZULIANI,Casa e Bottega da Tentor,Calle Corrente del Ponte di San Felice,96 ducati
Alvise,PRIULI,Casa posseduta vitalicialmente,Sotto il Portico di Ca' Priuli,60 ducati
Alvise,PRIULI,Casa,Sotto il Portico di Ca' Priuli,65 ducati
Piero,DADOR,Bottega da Biavariol era Scola de Centuri,Campiello della Chiesa,10 ducati
Andrea,SORANZO,Casa e Bottega da Luganegher,Campiello della Chiesa,65 ducati
Giovanni Francesco,BONOMO,Casetta o sia Magasen,Calle del Traghetto,14 ducati
Iseppo,BALBI,Bastion da Magasen,Calle del Traghetto,190 ducati
Giovanni Maria,BEMBO,Casa e Bottega da Spechier,Calle del Traghetto,30 ducati
Iseppo,BONOMO,Casa e Bottega da Frutariol,Calle del Traghetto,16 ducati
Steffano,GHISI,Casa,Sotto il Portico del Traghetto,120 ducati
Francesco,BONOMO,Magazen,Calle del Traghetto,8 ducati
Tomaso,SORANZO DORO,Bottega,Calle del Ponte da Noal,10 ducati
Tomaso,SORANZO DORO,Casa e Bottega da Marcer,Calle del Ponte da Noal,30 ducati
Alba,CONTARINI SORANZO,Bottega ed inviamente da zavater,Calle del Ponte da Noal,20 ducati
Paulo,DONA,Casa e Bottega da Confetti,Calle del Ponte da Noal,"22 ducati, 22 grossi"
Alba,CONTARINI SORANZO,Casa,Calle di Ca' Donà,40 ducati
Paulo,DONA,Casa,Calle di Ca' Donà,100 ducati
Paulo,DONA,Casa,Calle di Ca' Donà,30 ducati
,MOLIN,Casa vuota,Calle di Ca' Donà,60 ducati
Tomaso,MOROSINI,Casa,Calle di Ca' Donà,80 ducati
Tomaso,MOROSINI,Casa,Fondamentina sopra Canalgrande,22 ducati
Paulo,DONA,Bottega da soaze da Barche,Fondamenta del Ponte da Noal,12 ducati
Paulo,DONA,Casa,Fondamenta del Ponte da Noal,16 ducati
Francesco,DONA,Casa e Bottega da Linariol,Fondamenta del Ponte da Noal,90 ducati
Alba,CORNERA,Bottega d Frutariol,Fondamenta del Ponte da Noal,22 ducati
Pasqualin,NOVELLO,Casotto da bagatelle,Fondamenta del Ponte da Noal,12 ducati
Zuanne,FALIER,Casa,Calle della Stua,52 ducati
Cecilia,DARIA,Casa,Calle della Stua,15 ducati
Cecilia,DARIA,Casa,Calle della Stua,11 ducati
Cicilia,DARIA,Casa,Calle della Stua,30 ducati
Vicenzo,ZORZI,Casa,Calle della Stua,16 ducati
Cicilia,DIEDO MONICAUS,Casa,Scavezadura,28 ducati
Ciclia,DIEDO MONICAUSA,Casa,Scavezadura,36 ducati
Vicenzo,ZORZI,Casa,Scavezadura,20 ducati
Flaminio,CORNER,Casa,Corte de Fiori,31 ducati
Cicilia,DIEDO MONICAUSA,Casa,Corte de Fiori,12 ducati
Cicilia,DIEDO MONICAUSA,Casa,Corte de Fiori,14 ducati
Zuanne,FALIER,Casa,Corte de Fiori,14 ducati
Vicenzo,ZORZI,Casa,Corte de Fiori,18 ducati
Annna,MAZZOLENI,Casa,Corte de Fiori,14 ducati
Zuanne,DONA,Casa,Corte de Fiori,18 ducati
Camillo,CORNER,Casa e Squero,Corte de Fiori,14 ducati
Vicenzo,ZORZI,Casa,Calle della Stua,9 ducati
Faustina,VIGNOLA,Bottega da Luganegher con porcion di casa,Fondamenta di Ca' Tiepolo,14 ducati
Cristoforo,PRESTI,"Il resto delle suddette porcioni di Casa, Bottega e Magazen",Fondamenta di Ca' Tiepolo,32 ducati
Faustina,VIGNOLA,Bottega da Sartor,Fondamenta di Ca' Tiepolo,13 ducati
Lunardo,PESARO,Casa,Fondamenta di Ca' Tiepolo,34 ducati
Domenico,VERDI,Casa,Fondamenta di Ca' Tiepolo,22 ducati
Michiel,LINI,Casa e Bottega da Fabro,Fondamenta di Ca' Tiepolo,28 ducati
Domenico,VERDI,Altra porcion di Casa,Scavezadura,40 ducati e 14 grossi
Michiel,LINI,Casa,Scavezadura,36 ducati
Michiel,LINI,Casa,Scavezadura,32 ducati
Piero,BEMBO,Casa,Scavezadura,32 ducati
Piero,BEMBO,Casa,Scavezadura,22 ducati
Piero,BEMBO,Altra porcion di Casa,Scavezadura,28 ducati
Pietro Paulo,CAMPANA,Casa,Scavezadura,80 ducati
Lunardo,PESARO,Teren da Tagliapietra,Fondamenta di Ca' Tiepolo,30 ducati
Giovanni,PESARO,Altra Casa,Fondamenta di Ca' Tiepolo,36 ducati
Luanrdo,DONA,Altra porcion,Calle di Ca' Salamon,45 ducati
Luanrdo,DONA,Magazen da oglio,Calle di Ca' Salamon,40 ducati
Bonifacio,ANTELMI,Casa propria di sua abbitatione,Fondamenta di Ca' Antelmi,0
Regina,CONTIN,Casa propria di sua abbitazione,Fondamenta di Ca' Antelmi,0
Cattarina Angela,TOMASINI,Casa,Fondamenta di Ca' Antelmi,110 ducati
Cattarina Angela,TOMASINI,Magazen da Oglio,Fondamenta di Ca' Antelmi,40 ducati
Cattarina Angela,TOMASINI,Magazen da oglio,Fondamenta di Ca' Antelmi,28 ducati
Cattarina Angela,TOMASINI,Magazen d'Oglio,Fondamenta di Ca' Antelmi,33 ducati
Cattarina Angela,TOMASINI,Magazen d'Oglio,Fondamenta di Ca' Antelmi,10 ducati
Cattarina Angela,TOMASINI,Casa,Fondamenta di Ca' Antelmi,14 ducati
Cattarina Angela,TOMASINI,Casa,Fondamenta di Ca' Antelmi,110 ducati
Cattarina Angela,TOMASINI,Casa e Bottega da Soaze da Barche,Fondamenta di Ca' Antelmi,25 ducati
Cattarina Angela,TOMASINI,Porcion di Casa,Fondamenta di Ca' Antelmi,25 ducati
