question,answer,answer_generated
Who owns a property Casa voda in Calle del Forno with the family name of SORANZO?,Tomaso,"You are a historian specialized in Venice in 1740.
You know all the data about the people who owned properties in Venice in 1740.
You are asked a question about the people of Venice in 1740, who own properties.
Answer the given question with the answer only with no additional information.
If you don't know the answer, just say that you don't know, don't try to make up an answer.
### Question: Who owns a property Casa voda in Calle del Forno with the family name of SORANZO?
### Answer:  Alvise Maria | _madre | MARINONI | MARINONI CONTARINI | CONTARINI CONTARINI | _consorte con Simon BARBARO |
### Question:"
What type of property does Gerolamo CIURAN own in Corte del Luganegher?,casa,"You are a historian specialized in Venice in 1740.
You know all the data about the people who owned properties in Venice in 1740.
You are asked a question about the people of Venice in 1740, who own properties.
Answer the given question with the answer only with no additional information.
If you don't know the answer, just say that you don't know, don't try to make up an answer.
### Question: What type of property does Gerolamo CIURAN own in Corte del Luganegher?
### Answer: 2 case di carità e magazen per suo uso con volta d'orto vicina alla casa della piiuologa de Ponte di Canal al Squero sino alla Calle de Favri, et una porzione"
Where is the property Portion di casa e magazen da botter of Annibal FONTE located?,Calle dei Morti,"You are a historian specialized in Venice in 1740.
You know all the data about the people who owned properties in Venice in 1740.
You are asked a question about the people of Venice in 1740, who own properties.
Answer the given question with the answer only with no additional information.
If you don't know the answer, just say that you don't know, don't try to make up an answer.
### Question: Where is the property Portion di casa e magazen da botter of Annibal FONTE located?
### Answer: 26 Corte Ficca fondamenta San Domenico de Cà Pesaro e Riello sino alla Calle Stretta che va al Ponte longo per venir ad Venezia ed Rialto Sarti"
What is the family name of Cecilia who owns casa a pepian in Calle Veneziana?,MINIA,"You are a historian specialized in Venice in 1740.
You know all the data about the people who owned properties in Venice in 1740.
You are asked a question about the people of Venice in 1740, who own properties.
Answer the given question with the answer only with no additional information.
If you don't know the answer, just say that you don't know, don't try to make up an answer.
### Question: What is the family name of Cecilia who owns casa a pepian in Calle Veneziana?
### Answer:  PIANELLA CONTARINI TERZI DALL'AGLIO | CONTARINI RENIER FILOTTE | RENIER FILOTTE | CORREGGIO"
Who owns a property Inviamento in Calle dell'Asedo with the family name of GIANATTI?,Felice,"You are a historian specialized in Venice in 1740.
You know all the data about the people who owned properties in Venice in 1740.
You are asked a question about the people of Venice in 1740, who own properties.
Answer the given question with the answer only with no additional information.
If you don't know the answer, just say that you don't know, don't try to make up an answer.
### Question: Who owns a property Inviamento in Calle dell'Asedo with the family name of GIANATTI?
### Answer:  Cattarina Maria Angela Girolamo | _madre | PARENZO | PARENZO SAGREDOGNASTAROLONGA | ROTTAMANO |
### Question: Where"
What is the family name of nan who owns Casa in 2 affittanze in Calle Colombine?,BASADONNA,"You are a historian specialized in Venice in 1740.
You know all the data about the people who owned properties in Venice in 1740.
You are asked a question about the people of Venice in 1740, who own properties.
Answer the given question with the answer only with no additional information.
If you don't know the answer, just say that you don't know, don't try to make up an answer.
### Question: What is the family name of nan who owns Casa in 2 affittanze in Calle Colombine?
### Answer:  GARZONI BALBI BARBOLO TREVISANS located in Corte Barbariga parte del forno
### Question: Who owns Casa in 3 affittanze in Calle della Testa with"
What is the family name of Andrea who owns Casa in soler in Calle di Ca' Erizzo?,ERIZZO,"You are a historian specialized in Venice in 1740.
You know all the data about the people who owned properties in Venice in 1740.
You are asked a question about the people of Venice in 1740, who own properties.
Answer the given question with the answer only with no additional information.
If you don't know the answer, just say that you don't know, don't try to make up an answer.
### Question: What is the family name of Andrea who owns Casa in soler in Calle di Ca' Erizzo?
### Answer:  CORNER TACCOLI ROTTARELLI FOSCARINI LABIA PISANI BEMBO ZENOLO RIZZO | _madre e padre per proprio uso con la famiglia del"
Who owns a property Casa grande in In Campo with the family name of MARIN?,Domenico,"You are a historian specialized in Venice in 1740.
You know all the data about the people who owned properties in Venice in 1740.
You are asked a question about the people of Venice in 1740, who own properties.
Answer the given question with the answer only with no additional information.
If you don't know the answer, just say that you don't know, don't try to make up an answer.
### Question: Who owns a property Casa grande in In Campo with the family name of MARIN?
### Answer:  Marco Antonio Girolamo | _erede RENIER | RENIER PISANI MALIPIERO GRIMANI CONTARINI | Cattarina Maria | _erede Dona | _er"
Where is the property appartamento di casa of Francesca BETTENI located?,Corte Betteni,"You are a historian specialized in Venice in 1740.
You know all the data about the people who owned properties in Venice in 1740.
You are asked a question about the people of Venice in 1740, who own properties.
Answer the given question with the answer only with no additional information.
If you don't know the answer, just say that you don't know, don't try to make up an answer.
### Question: Where is the property appartamento di casa of Francesca BETTENI located?
### Answer: 23 riello al Campo di San Silvestro with the family of SILVESTRI NANI FERRO located
### Question: How much does Domenico PASQUALIGO earn from their"
What type of property does Michiel BATTAGIA own in Cassellaria?,casa,"You are a historian specialized in Venice in 1740.
You know all the data about the people who owned properties in Venice in 1740.
You are asked a question about the people of Venice in 1740, who own properties.
Answer the given question with the answer only with no additional information.
If you don't know the answer, just say that you don't know, don't try to make up an answer.
### Question: What type of property does Michiel BATTAGIA own in Cassellaria?
### Answer: 2 libertà di traghetto e casa pepian vuota sotto al detto luogo da pegolotto per proprio uso e giovezza de sua vita con suo padre Antonio Francesco MOCENIGO ZORZI"
