owner_family_name,count_1740,count_1808,increase
cristofoli,0.0,2.0,2.0
crivelari,0.0,1.0,1.0
crivella,0.0,1.0,1.0
crivellari,0.0,1.0,1.0
crivilier,0.0,1.0,1.0
cromer venuti,0.0,1.0,1.0
crovato,0.0,9.0,9.0
crozzola,0.0,2.0,2.0
crucij,0.0,1.0,1.0
crucis,0.0,6.0,6.0
cunali,0.0,2.0,2.0
cunidera,0.0,1.0,1.0
curiel,0.0,2.0,2.0
cussetti,0.0,1.0,1.0
custioli,0.0,3.0,3.0
cuti,0.0,2.0,2.0
cutti,0.0,2.0,2.0
d'adda,0.0,4.0,4.0
d'aleze,0.0,1.0,1.0
d'altin,0.0,1.0,1.0
d'apelle,0.0,2.0,2.0
d'attimis,0.0,1.0,1.0
da,0.0,1.0,1.0
da l'asta,0.0,1.0,1.0
da lezze pisani,0.0,2.0,2.0
da pozzo,0.0,4.0,4.0
da re,0.0,3.0,3.0
da roio,0.0,1.0,1.0
da rè,0.0,2.0,2.0
da' mosto,0.0,2.0,2.0
da' riva,0.0,5.0,5.0
dabala',0.0,7.0,7.0
dabemi,0.0,1.0,1.0
dabo,0.0,1.0,1.0
dabonte,0.0,4.0,4.0
dadda,0.0,2.0,2.0
dadela,0.0,1.0,1.0
dadie,0.0,10.0,10.0
dal,0.0,1.0,1.0
dal fabro,0.0,2.0,2.0
dal pader,0.0,2.0,2.0
dal peder,0.0,20.0,20.0
dal piero,0.0,3.0,3.0
dal pozzo,0.0,2.0,2.0
dal turco,0.0,2.0,2.0
dalacqua,0.0,2.0,2.0
dalasta,0.0,18.0,18.0
dalcqua,0.0,6.0,6.0
dalezze,0.0,1.0,1.0
dall'acqua,0.0,1.0,1.0
dalla balla,0.0,15.0,15.0
dalla bruna,0.0,1.0,1.0
dalla mora,0.0,1.0,1.0
dalla venezia,0.0,1.0,1.0
dallana,0.0,1.0,1.0
dallasta,0.0,4.0,4.0
dalmaschio,0.0,2.0,2.0
dalpeder,0.0,1.0,1.0
damistro,0.0,1.0,1.0
danieli,0.0,9.0,9.0
dapar,0.0,11.0,11.0
dapazze,0.0,1.0,1.0
daponte,0.0,21.0,21.0
daponte farsetti,0.0,3.0,3.0
dardi,0.0,1.0,1.0
dari,0.0,6.0,6.0
dari',0.0,8.0,8.0
darigo,0.0,1.0,1.0
darin,0.0,4.0,4.0
dario paulucci,0.0,10.0,10.0
dariva badoer,0.0,8.0,8.0
darizzo,0.0,2.0,2.0
dasmo,0.0,1.0,1.0
datorta,0.0,1.0,1.0
datoschi,0.0,3.0,3.0
davide,0.0,3.0,3.0
dazzo,0.0,2.0,2.0
de ambrosi,0.0,2.0,2.0
de berlendis,0.0,2.0,2.0
de biasio,0.0,12.0,12.0
de bortoli,0.0,3.0,3.0
de carli,0.0,3.0,3.0
de carlis,0.0,1.0,1.0
de catterina,0.0,1.0,1.0
de communi,0.0,2.0,2.0
de fabricci,0.0,1.0,1.0
de fabrizzi,0.0,2.0,2.0
de garzoni foscarini,0.0,1.0,1.0
de giacomi,0.0,1.0,1.0
de giuli,0.0,1.0,1.0
de grandis,0.0,1.0,1.0
de lungi combi,0.0,1.0,1.0
de marchi,0.0,2.0,2.0
de mattia,0.0,1.0,1.0
de medici,0.0,2.0,2.0
de niccolo',0.0,1.0,1.0
de pauli,0.0,1.0,1.0
de picoli,0.0,1.0,1.0
de pietra,0.0,1.0,1.0
de semo,0.0,1.0,1.0
de somssois,0.0,1.0,1.0
de steffani,0.0,2.0,2.0
de zanelli,0.0,1.0,1.0
de zanetti,0.0,27.0,27.0
debei,0.0,1.0,1.0
decolle,0.0,1.0,1.0
defferari,0.0,1.0,1.0
degli azzoni,0.0,1.0,1.0
degli azzoni avogadro,0.0,1.0,1.0
degrandi,0.0,1.0,1.0
degrandis,0.0,1.0,1.0
del gedei,0.0,1.0,1.0
del tabacco,0.0,2.0,2.0
del zotto,0.0,2.0,2.0
delai,0.0,2.0,2.0
delasia,0.0,2.0,2.0
della badia,0.0,1.0,1.0
della torre,0.0,1.0,1.0
delotto,0.0,2.0,2.0
delucia,0.0,1.0,1.0
demedici,0.0,1.0,1.0
demin,0.0,18.0,18.0
deportes,0.0,2.0,2.0
deputez,0.0,1.0,1.0
derocai stiore,0.0,1.0,1.0
desandovik,0.0,1.0,1.0
deserpos,0.0,1.0,1.0
desol,0.0,1.0,1.0
dessar,0.0,1.0,1.0
dessila,0.0,1.0,1.0
deventura,0.0,1.0,1.0
di castello,0.0,1.0,1.0
di giorgio,0.0,1.0,1.0
di mosto,0.0,1.0,1.0
di valle,0.0,1.0,1.0
diamantini,0.0,2.0,2.0
dian,0.0,2.0,2.0
dias,0.0,3.0,3.0
dieda barbaro balbi,0.0,2.0,2.0
diedo baglione,0.0,1.0,1.0
diedo baglioni,0.0,3.0,3.0
diedo contarini,0.0,2.0,2.0
diedo contarini correr,0.0,2.0,2.0
diero,0.0,1.0,1.0
diodato bembo,0.0,1.0,1.0
dionisio,0.0,5.0,5.0
dipieri,0.0,1.0,1.0
dittura,0.0,8.0,8.0
docovich,0.0,1.0,1.0
doglioni,0.0,1.0,1.0
dolceta daponte,0.0,2.0,2.0
dolcetta capuzzo,0.0,2.0,2.0
dolfin gradenigo,0.0,23.0,23.0
dolfin lipomano,0.0,10.0,10.0
dolfin lippomano,0.0,11.0,11.0
dolfin sagredo,0.0,3.0,3.0
dolfin valier,0.0,1.0,1.0
dolfin zen,0.0,2.0,2.0
dolfini,0.0,8.0,8.0
dolfini gradenigo,0.0,1.0,1.0
dolze,0.0,2.0,2.0
domeni,0.0,2.0,2.0
dominico',0.0,1.0,1.0
dona',0.0,189.0,189.0
dona' corner,0.0,2.0,2.0
dona' dolfin,0.0,1.0,1.0
dona' ercolini,0.0,1.0,1.0
dona' zane,0.0,1.0,1.0
donato,0.0,2.0,2.0
dondi,0.0,3.0,3.0
dondiorologio,0.0,4.0,4.0
dondirologio francesconi,0.0,5.0,5.0
dondirologlio,0.0,2.0,2.0
donà,0.0,33.0,33.0
donà zane,0.0,1.0,1.0
doria,0.0,1.0,1.0
dosi,0.0,1.0,1.0
dosi lucatelli,0.0,1.0,1.0
dottori,0.0,1.0,1.0
dozera',0.0,1.0,1.0
dri,0.0,1.0,1.0
dri',0.0,4.0,4.0
driussi,0.0,1.0,1.0
druza,0.0,1.0,1.0
drì,0.0,1.0,1.0
duce,0.0,1.0,1.0
duglia,0.0,1.0,1.0
duja,0.0,1.0,1.0
duli,0.0,1.0,1.0
duneghello,0.0,1.0,1.0
duodo corner,0.0,6.0,6.0
duodo ridossi fracasseti,0.0,2.0,2.0
duodo zanon,0.0,1.0,1.0
dupre',0.0,3.0,3.0
duprè,0.0,6.0,6.0
echar,0.0,1.0,1.0
edgcombe,0.0,2.0,2.0
encelman,0.0,1.0,1.0
epis,0.0,1.0,1.0
erizzo priuli,0.0,2.0,2.0
errara,0.0,1.0,1.0
fabbris,0.0,2.0,2.0
fabbro,0.0,9.0,9.0
fabian,0.0,1.0,1.0
fabreti,0.0,1.0,1.0
fabriis,0.0,1.0,1.0
fabro,0.0,5.0,5.0
facchi,0.0,5.0,5.0
fachi,0.0,3.0,3.0
faci,0.0,2.0,2.0
facini,0.0,2.0,2.0
facoli,0.0,2.0,2.0
fadiga,0.0,7.0,7.0
fagarazzi,0.0,8.0,8.0
fagherassi,0.0,2.0,2.0
fagherazzi,0.0,1.0,1.0
fagian,0.0,1.0,1.0
fagioto,0.0,1.0,1.0
falconi,0.0,2.0,2.0
faliva,0.0,2.0,2.0
fana,0.0,2.0,2.0
fanelli,0.0,5.0,5.0
fanna,0.0,5.0,5.0
fannio,0.0,4.0,4.0
fano,0.0,1.0,1.0
fantinelli cagliari,0.0,1.0,1.0
fantini,0.0,7.0,7.0
faoretto,0.0,2.0,2.0
faraloni,0.0,1.0,1.0
farelli,0.0,1.0,1.0
farinella,0.0,6.0,6.0
farseti,0.0,5.0,5.0
farseti bacanello,0.0,7.0,7.0
farseti monaco querini,0.0,3.0,3.0
farseti pisani,0.0,1.0,1.0
farsetti bacanello,0.0,1.0,1.0
farsetti monaco querini,0.0,5.0,5.0
fascetta,0.0,2.0,2.0
fascini,0.0,3.0,3.0
faseuri,0.0,1.0,1.0
fassini,0.0,1.0,1.0
fassioli,0.0,2.0,2.0
faustini,0.0,6.0,6.0
fava,0.0,1.0,1.0
favorito,0.0,2.0,2.0
favretti,0.0,1.0,1.0
favro,0.0,6.0,6.0
fazandella,0.0,1.0,1.0
fedeli,0.0,4.0,4.0
fedelli,0.0,1.0,1.0
federici,0.0,1.0,1.0
federico,0.0,1.0,1.0
fedrigo,0.0,1.0,1.0
feltroni,0.0,4.0,4.0
ferarin,0.0,9.0,9.0
fereti,0.0,1.0,1.0
ferini,0.0,1.0,1.0
feroco,0.0,1.0,1.0
ferracina,0.0,2.0,2.0
ferrarioni,0.0,1.0,1.0
ferrazina,0.0,1.0,1.0
ferro lazaro,0.0,2.0,2.0
ferutti,0.0,1.0,1.0
fidati zanchi,0.0,2.0,2.0
fienza,0.0,3.0,3.0
filetto,0.0,1.0,1.0
filippo,0.0,1.0,1.0
fillipi,0.0,1.0,1.0
fillippi,0.0,1.0,1.0
finassi,0.0,1.0,1.0
finetti,0.0,2.0,2.0
fini cranzi,0.0,2.0,2.0
finicio,0.0,1.0,1.0
fino,0.0,1.0,1.0
fioletti,0.0,3.0,3.0
fiorin,0.0,1.0,1.0
fiorini,0.0,2.0,2.0
firinkranz,0.0,1.0,1.0
fischer,0.0,6.0,6.0
fisser,0.0,6.0,6.0
flamini,0.0,4.0,4.0
flanchini,0.0,1.0,1.0
flantini,0.0,9.0,9.0
flez,0.0,1.0,1.0
florian,0.0,9.0,9.0
florian pisani,0.0,1.0,1.0
floriani brunetti,0.0,1.0,1.0
florio,0.0,3.0,3.0
focaccia,0.0,1.0,1.0
fogacia,0.0,2.0,2.0
fogaroli,0.0,2.0,2.0
foker,0.0,1.0,1.0
folin,0.0,9.0,9.0
fonda,0.0,1.0,1.0
fonsa,0.0,1.0,1.0
fontanella,0.0,7.0,7.0
fontebasso,0.0,2.0,2.0
fontelan,0.0,1.0,1.0
forati,0.0,1.0,1.0
foretti,0.0,1.0,1.0
forlani,0.0,1.0,1.0
forliche,0.0,1.0,1.0
formagin,0.0,4.0,4.0
formentello,0.0,1.0,1.0
formenti bon,0.0,1.0,1.0
formentini,0.0,4.0,4.0
forro,0.0,1.0,1.0
fortunati,0.0,2.0,2.0
foscari barzisa,0.0,2.0,2.0
foscarin,0.0,1.0,1.0
foscarini segalla,0.0,2.0,2.0
foscarino,0.0,1.0,1.0
foscati,0.0,6.0,6.0
fossa ceruti,0.0,1.0,1.0
fossatti,0.0,1.0,1.0
fovel,0.0,3.0,3.0
fracasietti,0.0,2.0,2.0
fracasseti corner,0.0,2.0,2.0
fracasso,0.0,1.0,1.0
fradellini,0.0,1.0,1.0
franceschi boromeo,0.0,1.0,1.0
franceschi reali,0.0,2.0,2.0
franchini,0.0,5.0,5.0
franco chiotti,0.0,2.0,2.0
fransini,0.0,1.0,1.0
franzini,0.0,3.0,3.0
franzo,0.0,2.0,2.0
franzoni manzon,0.0,1.0,1.0
frattini,0.0,1.0,1.0
frea,0.0,2.0,2.0
freo,0.0,14.0,14.0
freo bon,0.0,6.0,6.0
frignani,0.0,1.0,1.0
frisan,0.0,7.0,7.0
friti,0.0,1.0,1.0
frizele,0.0,2.0,2.0
frucco,0.0,3.0,3.0
fumagalli,0.0,1.0,1.0
furian,0.0,5.0,5.0
furiana,0.0,2.0,2.0
furlanetto,0.0,3.0,3.0
furnoni,0.0,3.0,3.0
fusato,0.0,1.0,1.0
fustignoni,0.0,3.0,3.0
gabardi,0.0,1.0,1.0
gabella,0.0,1.0,1.0
gabiati,0.0,2.0,2.0
gabriel,0.0,1.0,1.0
gaffuro,0.0,1.0,1.0
gaggini,0.0,2.0,2.0
gagieta,0.0,2.0,2.0
galagan,0.0,1.0,1.0
galante pizzamano,0.0,1.0,1.0
galazzi,0.0,1.0,1.0
galdi,0.0,1.0,1.0
galeran,0.0,3.0,3.0
galibert,0.0,2.0,2.0
galino,0.0,1.0,1.0
galipi,0.0,1.0,1.0
galiuti,0.0,1.0,1.0
galizzi,0.0,5.0,5.0
galizzo,0.0,2.0,2.0
gallai,0.0,3.0,3.0
galli,0.0,13.0,13.0
galli biancheti,0.0,1.0,1.0
galli comici,0.0,4.0,4.0
galli grola,0.0,1.0,1.0
gallino,0.0,2.0,2.0
galliu',0.0,1.0,1.0
gallizioli,0.0,3.0,3.0
galuccio,0.0,16.0,16.0
galvan,0.0,4.0,4.0
galvani,0.0,3.0,3.0
gamba,0.0,1.0,1.0
gambara,0.0,2.0,2.0
gambarin,0.0,1.0,1.0
gambato,0.0,1.0,1.0
gambello,0.0,2.0,2.0
gambillo,0.0,8.0,8.0
gambino,0.0,1.0,1.0
gambiosi,0.0,1.0,1.0
gansei,0.0,2.0,2.0
garbin,0.0,2.0,2.0
garbina,0.0,5.0,5.0
gardinali,0.0,2.0,2.0
gargadori,0.0,8.0,8.0
garganego,0.0,14.0,14.0
garlata,0.0,3.0,3.0
garlato,0.0,4.0,4.0
garolli,0.0,1.0,1.0
garoni,0.0,1.0,1.0
garzador,0.0,1.0,1.0
garzadore,0.0,2.0,2.0
garzadori,0.0,3.0,3.0
garzoni minio,0.0,4.0,4.0
gaspari,0.0,6.0,6.0
gasparona,0.0,1.0,1.0
gasparoni,0.0,2.0,2.0
gasparotti,0.0,1.0,1.0
gassi,0.0,1.0,1.0
gastaldi,0.0,2.0,2.0
gatao,0.0,1.0,1.0
gaudio,0.0,2.0,2.0
gavan tamagno,0.0,1.0,1.0
gavandi,0.0,1.0,1.0
gavardina,0.0,2.0,2.0
gavardini,0.0,1.0,1.0
gavardo,0.0,1.0,1.0
gavazza,0.0,4.0,4.0
gavernisi,0.0,2.0,2.0
gedin,0.0,1.0,1.0
gelma,0.0,1.0,1.0
gemelli,0.0,2.0,2.0
generini,0.0,2.0,2.0
gennaro,0.0,2.0,2.0
genova,0.0,1.0,1.0
genzio,0.0,1.0,1.0
geradon,0.0,1.0,1.0
gerardini,0.0,12.0,12.0
geremia,0.0,6.0,6.0
gerlini,0.0,1.0,1.0
gesuito,0.0,2.0,2.0
ghedini,0.0,6.0,6.0
gheldof,0.0,1.0,1.0
ghenisaghero,0.0,1.0,1.0
gheno,0.0,2.0,2.0
gherardi,0.0,2.0,2.0
gherardini,0.0,5.0,5.0
ghero,0.0,4.0,4.0
ghesi,0.0,1.0,1.0
ghezi,0.0,1.0,1.0
ghezzi,0.0,3.0,3.0
ghidoni,0.0,1.0,1.0
ghigi grimani,0.0,2.0,2.0
ghislanzoni,0.0,2.0,2.0
giacchetti,0.0,1.0,1.0
giaccometti,0.0,7.0,7.0
giacomelli,0.0,2.0,2.0
giacomini,0.0,2.0,2.0
giacomuzzi,0.0,8.0,8.0
giacutti,0.0,1.0,1.0
giager,0.0,2.0,2.0
giana,0.0,1.0,1.0
giandolini,0.0,1.0,1.0
giani,0.0,3.0,3.0
gianni,0.0,3.0,3.0
gianosovich,0.0,2.0,2.0
gianotti,0.0,1.0,1.0
gianzik,0.0,1.0,1.0
giapel,0.0,1.0,1.0
giarca,0.0,1.0,1.0
giarca degli uberti,0.0,3.0,3.0
giatti,0.0,1.0,1.0
giavallin,0.0,1.0,1.0
gidoni astori,0.0,1.0,1.0
gidoni le blond,0.0,1.0,1.0
gieppi,0.0,1.0,1.0
gigli,0.0,3.0,3.0
giordani,0.0,1.0,1.0
giorgula,0.0,1.0,1.0
giovanelli martinelli,0.0,2.0,2.0
giovanelli persico,0.0,1.0,1.0
giovannelli,0.0,12.0,12.0
giovannelli martinelli,0.0,4.0,4.0
giovich,0.0,9.0,9.0
girardo,0.0,1.0,1.0
giro,0.0,1.0,1.0
girolamo,0.0,1.0,1.0
girometta,0.0,1.0,1.0
gislanzoni,0.0,1.0,1.0
gisleni,0.0,2.0,2.0
giudoni,0.0,5.0,5.0
giuli,0.0,3.0,3.0
giuliani,0.0,2.0,2.0
giulli,0.0,2.0,2.0
giuponi,0.0,1.0,1.0
giuradelli,0.0,6.0,6.0
giurati,0.0,2.0,2.0
giurich,0.0,2.0,2.0
giurodelli,0.0,1.0,1.0
giustinian lolin,0.0,9.0,9.0
giustinian nolin,0.0,2.0,2.0
giustinian racanati,0.0,1.0,1.0
giustinian raccanati,0.0,1.0,1.0
giustinian recanati,0.0,28.0,28.0
giustinian recanatti,0.0,1.0,1.0
giustiniani da lezze,0.0,5.0,5.0
giustiniani recanati,0.0,1.0,1.0
giustiniani vitturi,0.0,1.0,1.0
giustiniano,0.0,1.0,1.0
giusto,0.0,1.0,1.0
giustriniani,0.0,1.0,1.0
giuzzetti,0.0,1.0,1.0
giviani,0.0,1.0,1.0
glichi,0.0,1.0,1.0
goazzo,0.0,1.0,1.0
gobbi,0.0,1.0,1.0
gobi,0.0,3.0,3.0
gobis,0.0,1.0,1.0
golari,0.0,1.0,1.0
gonzato,0.0,2.0,2.0
gonzato berengo,0.0,1.0,1.0
gorgato,0.0,1.0,1.0
gosoli,0.0,1.0,1.0
gotoni,0.0,2.0,2.0
gottoni,0.0,1.0,1.0
gradengo,0.0,1.0,1.0
gradenigo celsi,0.0,2.0,2.0
gradenigo dolfin,0.0,4.0,4.0
gradenigo michielli,0.0,1.0,1.0
gramolin,0.0,1.0,1.0
grandezzo,0.0,3.0,3.0
grandis svario,0.0,5.0,5.0
grapini,0.0,1.0,1.0
graputo,0.0,1.0,1.0
grassi bettoni,0.0,5.0,5.0
grassi mosicheni,0.0,1.0,1.0
grassianceli,0.0,1.0,1.0
grava,0.0,1.0,1.0
graziato,0.0,1.0,1.0
greci,0.0,4.0,4.0
greco,0.0,4.0,4.0
gregi,0.0,1.0,1.0
grego,0.0,1.0,1.0
gregorino,0.0,1.0,1.0
griffoni,0.0,3.0,3.0
grimaldi,0.0,1.0,1.0
grimani bentivoglio,0.0,1.0,1.0
grimani ghighi,0.0,2.0,2.0
grimani giustianian,0.0,3.0,3.0
grimani giustinian,0.0,16.0,16.0
grimani lin,0.0,2.0,2.0
grimani lino,0.0,4.0,4.0
grimani morosini,0.0,9.0,9.0
grimani pepoli,0.0,1.0,1.0
grimani pisani,0.0,2.0,2.0
grimani zaguri,0.0,2.0,2.0
grimani zustinian,0.0,3.0,3.0
griputo,0.0,4.0,4.0
gris,0.0,1.0,1.0
griso,0.0,1.0,1.0
grisola,0.0,1.0,1.0
grisoldi,0.0,7.0,7.0
gritti bonvicini,0.0,3.0,3.0
grivi,0.0,8.0,8.0
grllo,0.0,1.0,1.0
grola,0.0,3.0,3.0
grollo,0.0,5.0,5.0
grolo,0.0,4.0,4.0
grossato,0.0,1.0,1.0
grota,0.0,1.0,1.0
grotta calvo,0.0,1.0,1.0
gruer,0.0,1.0,1.0
guajer,0.0,1.0,1.0
guarini,0.0,1.0,1.0
guarnieri,0.0,12.0,12.0
guellacasa,0.0,1.0,1.0
guerino,0.0,1.0,1.0
guernieri,0.0,4.0,4.0
guerra dolfin,0.0,2.0,2.0
guidoni,0.0,6.0,6.0
guidoni le blond,0.0,1.0,1.0
guidoti,0.0,4.0,4.0
guisetti,0.0,2.0,2.0
guistiniani demezzo,0.0,2.0,2.0
guizetti,0.0,7.0,7.0
guizzalli,0.0,1.0,1.0
guizzardi ronsol,0.0,2.0,2.0
guizzeti,0.0,4.0,4.0
guizzetti,0.0,28.0,28.0
henzelman,0.0,1.0,1.0
hoffman,0.0,2.0,2.0
iacour,0.0,1.0,1.0
iacur,0.0,1.0,1.0
imberti,0.0,12.0,12.0
indri,0.0,2.0,2.0
inion,0.0,1.0,1.0
inson,0.0,2.0,2.0
isella,0.0,5.0,5.0
ivanovich,0.0,8.0,8.0
kromer,0.0,1.0,1.0
labbia,0.0,5.0,5.0
lacciadei,0.0,1.0,1.0
lacciadelli,0.0,1.0,1.0
lacedelli,0.0,1.0,1.0
ladini,0.0,1.0,1.0
laghi sanfermo,0.0,1.0,1.0
lamberti,0.0,18.0,18.0
lambertini,0.0,1.0,1.0
lambranzi,0.0,8.0,8.0
lanfrito,0.0,1.0,1.0
lanfritto,0.0,1.0,1.0
lantana,0.0,5.0,5.0
lanterna,0.0,4.0,4.0
lardoni badoer,0.0,4.0,4.0
lardoni piccini,0.0,4.0,4.0
latacchi,0.0,2.0,2.0
latis,0.0,11.0,11.0
latti,0.0,1.0,1.0
lattis,0.0,1.0,1.0
lavezzari,0.0,5.0,5.0
lavorati,0.0,2.0,2.0
lazaro,0.0,1.0,1.0
lazzari,0.0,6.0,6.0
lazzari zecchini,0.0,1.0,1.0
le blond,0.0,2.0,2.0
le chanzeur,0.0,4.0,4.0
leandri,0.0,2.0,2.0
leblond,0.0,5.0,5.0
leccini,0.0,1.0,1.0
lecoli,0.0,2.0,2.0
leon,0.0,2.0,2.0
leon cavazza,0.0,4.0,4.0
leone,0.0,2.0,2.0
leoni,0.0,4.0,4.0
leoni gavazza,0.0,1.0,1.0
letizze bellini,0.0,2.0,2.0
lezze,0.0,7.0,7.0
lian,0.0,1.0,1.0
liccini,0.0,1.0,1.0
liccini negri,0.0,2.0,2.0
licini negri,0.0,3.0,3.0
lin moro,0.0,2.0,2.0
lion boldu',0.0,5.0,5.0
lion busca,0.0,1.0,1.0
lion gavazza,0.0,1.0,1.0
lionbusca,0.0,2.0,2.0
lionello,0.0,1.0,1.0
lippomano barbarigo,0.0,3.0,3.0
livio,0.0,1.0,1.0
locati,0.0,1.0,1.0
loccatelli,0.0,2.0,2.0
logiato,0.0,1.0,1.0
loi,0.0,2.0,2.0
lollo,0.0,2.0,2.0
lombardi,0.0,1.0,1.0
longhi pasqualigo,0.0,1.0,1.0
longini,0.0,1.0,1.0
longo diedo,0.0,1.0,1.0
longo fracasseti,0.0,1.0,1.0
longo salamon,0.0,1.0,1.0
loredan contarini,0.0,1.0,1.0
loredan minio,0.0,2.0,2.0
loredan morosini,0.0,5.0,5.0
loredan pisani,0.0,1.0,1.0
loredan querini,0.0,2.0,2.0
loredani,0.0,1.0,1.0
loredano,0.0,5.0,5.0
loredano grimani,0.0,2.0,2.0
loredano mocenigo,0.0,1.0,1.0
lorenzon,0.0,1.0,1.0
loris,0.0,2.0,2.0
lossi,0.0,4.0,4.0
lovisello,0.0,6.0,6.0
lovisoni,0.0,3.0,3.0
lucatelli,0.0,17.0,17.0
lucatelli dosi,0.0,1.0,1.0
luccadello,0.0,1.0,1.0
luccatelli,0.0,3.0,3.0
luccatelli rubin,0.0,1.0,1.0
luccatello,0.0,2.0,2.0
lucchese,0.0,1.0,1.0
lucchesi,0.0,1.0,1.0
lucciadelli,0.0,1.0,1.0
luciali de mezzo,0.0,1.0,1.0
ludovici,0.0,3.0,3.0
lugara,0.0,1.0,1.0
lugiati,0.0,1.0,1.0
lugo,0.0,1.0,1.0
luiselli,0.0,18.0,18.0
luisello,0.0,3.0,3.0
lunarda,0.0,1.0,1.0
lunigo,0.0,2.0,2.0
lupi,0.0,2.0,2.0
luvisello,0.0,3.0,3.0
luvisoni,0.0,1.0,1.0
luzzana,0.0,2.0,2.0
luzzato,0.0,35.0,35.0
luzzato gentili,0.0,2.0,2.0
luzzato vivante,0.0,2.0,2.0
luzziato demezzo,0.0,4.0,4.0
luzzo,0.0,6.0,6.0
macaruzzi,0.0,14.0,14.0
macer,0.0,1.0,1.0
machiavelli,0.0,4.0,4.0
machiedo,0.0,2.0,2.0
macor,0.0,6.0,6.0
macora',0.0,1.0,1.0
maestrizzi,0.0,1.0,1.0
mafei,0.0,1.0,1.0
maffei,0.0,9.0,9.0
maffetti zen,0.0,2.0,2.0
maffioleti cima,0.0,1.0,1.0
maggio,0.0,1.0,1.0
magno salvador,0.0,1.0,1.0
magro,0.0,2.0,2.0
maifette,0.0,2.0,2.0
mainardi,0.0,1.0,1.0
majer,0.0,6.0,6.0
malanoti,0.0,3.0,3.0
malanotti,0.0,3.0,3.0
malascotti,0.0,1.0,1.0
malimpiero,0.0,4.0,4.0
malipiero cappello,0.0,3.0,3.0
malosso,0.0,2.0,2.0
malpurgo,0.0,1.0,1.0
malta,0.0,36.0,36.0
malveti,0.0,2.0,2.0
malvezi,0.0,10.0,10.0
mamello,0.0,1.0,1.0
manarin,0.0,6.0,6.0
manasangue,0.0,2.0,2.0
mander,0.0,2.0,2.0
manenti,0.0,3.0,3.0
manerin,0.0,5.0,5.0
manetta,0.0,2.0,2.0
manezzi,0.0,4.0,4.0
manfre',0.0,4.0,4.0
manfredi morari,0.0,7.0,7.0
manfredini,0.0,5.0,5.0
manfredo,0.0,6.0,6.0
manfrini,0.0,6.0,6.0
manfrè,0.0,1.0,1.0
mangiat,0.0,2.0,2.0
mangili,0.0,2.0,2.0
manolezzo,0.0,8.0,8.0
mansini,0.0,1.0,1.0
mantoani,0.0,3.0,3.0
mantovani,0.0,14.0,14.0
manzato,0.0,1.0,1.0
manzoli,0.0,1.0,1.0
manzoni badoer,0.0,3.0,3.0
manzoni bertoli,0.0,1.0,1.0
manzoni savoldello,0.0,1.0,1.0
maraspini,0.0,1.0,1.0
marassi,0.0,9.0,9.0
maratti,0.0,2.0,2.0
marazzi,0.0,1.0,1.0
marcalion,0.0,1.0,1.0
marcati,0.0,1.0,1.0
marcatti,0.0,5.0,5.0
marcellini,0.0,1.0,1.0
marcelo,0.0,1.0,1.0
marchesani,0.0,4.0,4.0
marchesi sandri,0.0,1.0,1.0
marcheti,0.0,3.0,3.0
marchi,0.0,16.0,16.0
marchidori,0.0,1.0,1.0
marchiori camposampiero,0.0,3.0,3.0
marcolin,0.0,6.0,6.0
marcon,0.0,4.0,4.0
marconi biondi,0.0,1.0,1.0
marconi michieli,0.0,3.0,3.0
marcovik,0.0,3.0,3.0
marendi rotta,0.0,1.0,1.0
marieschi,0.0,1.0,1.0
marinello,0.0,1.0,1.0
marinengo,0.0,1.0,1.0
marineti,0.0,1.0,1.0
marini pizzamano,0.0,2.0,2.0
marino,0.0,3.0,3.0
mario,0.0,1.0,1.0
marioni bertoli,0.0,1.0,1.0
marioni briana,0.0,3.0,3.0
marioni briani,0.0,4.0,4.0
marsiglio,0.0,1.0,1.0
marsili,0.0,4.0,4.0
martello,0.0,1.0,1.0
martin,0.0,1.0,1.0
martinelli giovanelli,0.0,1.0,1.0
martinelli perazzo,0.0,1.0,1.0
martinoli,0.0,2.0,2.0
martinussi,0.0,1.0,1.0
marubiari,0.0,1.0,1.0
marzari,0.0,10.0,10.0
marzinoli,0.0,1.0,1.0
marzola,0.0,2.0,2.0
marzoli,0.0,2.0,2.0
marzolo,0.0,8.0,8.0
marzorati,0.0,2.0,2.0
mascarol,0.0,1.0,1.0
mascoto dente,0.0,1.0,1.0
massitelli perazzo,0.0,3.0,3.0
massucchelli,0.0,1.0,1.0
mastigni,0.0,2.0,2.0
mationi,0.0,1.0,1.0
matoni curnis,0.0,1.0,1.0
mattiuzzi,0.0,1.0,1.0
mauro,0.0,4.0,4.0
mazel,0.0,1.0,1.0
mazzochi,0.0,2.0,2.0
mazzoco,0.0,9.0,9.0
mazzola,0.0,1.0,1.0
mazzola',0.0,1.0,1.0
mazzoleni venezia,0.0,1.0,1.0
mazzolin,0.0,2.0,2.0
mazzon,0.0,3.0,3.0
mazzon franzoni,0.0,1.0,1.0
mazzona,0.0,3.0,3.0
mazzucchelli,0.0,1.0,1.0
medi,0.0,1.0,1.0
medun,0.0,3.0,3.0
megliorini,0.0,1.0,1.0
melanzini occioni,0.0,5.0,5.0
melli,0.0,1.0,1.0
meneghetti,0.0,3.0,3.0
menegus,0.0,1.0,1.0
meneguzzi,0.0,3.0,3.0
mengato,0.0,4.0,4.0
meniurati,0.0,3.0,3.0
mentasso,0.0,2.0,2.0
