owner_family_name,building_functions
pasqualigo,"bottega, casa,casa,casa,casa,casa,appartamento,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casetta,casetta,bottega,bottega,bottega,casa,casa,casetta,casa,casa,casa,casa,casa,casa,bottega,casetta, magazzeno,casa,casa,bottega, casa,casa,bottega,casa, magazzeno,casa,casa,magazzeno,magazzeno,casetta,casetta,casetta,casetta,casetta,appartamento, casa,casa,casa,casa,bottega, casa,casa,casetta,bottega,bottega,casa,casa,casa,bottega,casa,casa,casa,casa,casa,casa,bottega, casa,casa,casa,casa,casa,magazzeno,magazzeno,casa"
pasqualigo basadona,"casa,casa, squero,casa,casa"
pasqualigo basadonna,"bottega, casa,casa,casa,casa,bottega, casa,bottega, casa,bottega,casa,bottega, pollaio,bottega, casa, corto,bottega, pollaio,bottega,bottega, corto,bottega, casa,appartamento, casa,bottega,bottega,bottega, casa,bottega, volta,appartamento, casa"
pasqualigo giustinian,"casa,casa,casa,casa,casa"
pasqualigo giustiniani,"bottega, casa"
pasqualigo morosini,"bottega, casa"
pasqualigo soranzo,"casa,casa,casa,casa,casa,casa"
pasqualigo zustinian,"casa,bottega, casa,bottega, casa"
pasqualini,"casa,casa,casa,casa,casa,casa,casa,bottega, luogo,casa,casa"
pasquetti,"casa,casa,casa,casa,casa"
passa l'acqua,casa
passirani,casa
passis,"casa,casa,casa"
pasta,casa
pasta domeghini,casa
pastasi,casa
pastori,casa
patarol,"casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casetta,casetta,casetta,casetta,casetta,casetta,casetta,casetta,casa,casa,casetta,casetta"
pauli,"casotto,casa"
paulucci,"casa,casa,bottega"
pauluzzi,casa
pedretti,casa
pedrinelli,"casa,casa,casa,bottega,bottega,bottega,bottega"
pedrini,"casa,casa,casa,casa,casa,casa,casa,casa,casa, scala,casa"
pedrocchi,casa
pedrocchi rosa,casa
pedroch,casa
pegolotto,"casa,casa"
pel,"casa,casa"
pelegrini,"casa,casa,casa,casa,casa,casa"
peli,"casa,casa,casa"
pelizari,bottega
pelizioli,"casa,casa"
pellegrini,"bottega,casa,appartamento, casa,bottega, casa, orto,casa,bottega,bottega, casa,forno,casa,casa"
pelli,casa
pelliccioli,casa
pellicioli,"casa,casa,casa,casa,casa,casa"
pellizioli,bottega
pellizzioli,bottega
pellizzoli,casa
pensa,"casa,casa,bottega"
penso,"casa,casa,casa,casa"
penzo,"casa,casa,casa"
perabo,"casa,casa"
perazzi,casetta
perazzo,"casa,casa,casetta,casa,casetta,casa,casetta,casa,casa,bottega,bottega, casa,bottega, casa,casa,casa,casa,casa,casa,casa"
perego,bottega
peretti,casa
peringeo,"casa,casa,casa,casa"
peroca,casa
perotini,"casa,casa"
perrazzo,"casa,casa,casa,casa,casa,casa"
persa,casa
persego,"bottega, casa,casa,appartamento, casa,casa,casa,casa,magazzeno,casa,casa"
persico,"casa,bottega,bottega, casa,bottega, casa,casa,casa,casa"
persone,bottega
persone padavin,"casa,casa,casa"
peruli,casa
pesaro,"casa,tagliapietra, terreno,bottega, casa,casa,bottega, casa,bottega,casetta,appartamento,appartamento,casa,casa,casa,forno,appartamento, casa,appartamento, casa,bottega, magazzeno,casa,casa,casa,casa,casa,casa,bottega, casa,casa,casetta,casa,casa,casa,casa,bottega, casa,casa,casa,casa,casa,casa,casa, casetta, orto,casetta,casetta,casetta,casetta,casetta,casetta,casetta,casetta,casa,casetta,casetta,bottega, casetta, volta,bottega, volta,magazzeno,casetta,casa,bottega, casa,casetta,casetta,casetta,bottega, casa, casetta,volta,volta,bottega,volta,bottega,casa,casa,casa,casa,bottega,bottega, casa,casa,casa,casetta,casa"
pesce,casa
pesero,casa
pesetti,"casetta,casa"
petricelli,"bottega, casa"
petricelli maccarini,casa
petrina,casa
petrobelli,"appartamento, casa,bottega, casa,casa"
petrogali,casa
petrogalli,"casa,casa"
petrone,casetta
pettorosso,casa
pezana,bottega
pezzana,"casa,bottega,bottega,bottega,bottega,magazzeno,casa,casa,casa,osteria"
piacentini,"casa,casa"
pialazo,casa
pianell,casa
pianella,"casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa"
piantoni,"casa, forno"
piazza,casa
piccharoli,casa
picchi,"casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa"
piccioli,"casa,casa,bottega"
picco,"bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa"
piccoli,"casa,casa,casetta,magazzeno,casa"
piccoli zinelli,"appartamento, casa,appartamento, casa,appartamento, casa,casa, corto,casa,casa,casa"
picenghi,casa
piceni,casa
picini,casa
pico,casa
pieri,"casa,casa"
pietrobelli,"magazzeno,appartamento, casa,casa"
pignata zanfonti,"bottega, casa"
piloto,casa
pirano,magazzeno
pirona,casa
pisani,"casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,casa,casa,casa,casa,casa,bottega,bottega, casa,casa,casa,bottega,casa,casa,casa,casa,casa,camera,casa,casa,casa,casa,casa,casa, orto,casa,casa,casa,casa,casa,appartamento,bottega, volta,bottega, casa,casa,casa,bottega, casa,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa, squero,casa,casa,bottega, casa,casa,bottega, casa,casa,casa, squero,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, luogo,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega,bottega,casa,bottega, casa,bottega,casa,bottega, casa,casa,bottega, casa,bottega, casa,casa,bottega,casetta,casa,casa,bottega, casa,bottega, volta,bottega, volta,bottega,bottega, volta,bottega,bottega,bottega,bottega,casa, forno,bottega,bottega,casa,casa,casa,casa,casa,casa,bottega,casa,casa,casa, scala,bottega,bottega, pollaio,magazzeno,magazzeno,casa,casa,casa,casa,bottega, volta,bottega, volta,bottega, volta,bottega,bottega, casa,locanda,casetta,casetta,casetta,casa,casetta,casetta,casa,casetta,casa,casa,casa,casa,bottega,magazzeno,bottega,bottega,bottega,bottega,bottega,bottega,bottega,bottega,bottega,casa,casa,casa,bottega,casa,bottega, casa,casa,casa,casa,casa,casa,bottega, casa"
pisani dondiorologi,casetta
pisani dondirologi,"bottega, casa"
pisani lombardo,"casa,casa,casa,casa,casa"
pisani morosini,"casa,casa"
pisani pisani,casa
pivati,"casa,casa,bottega, casa"
pizzamano,"casa,casa,casa,casa,bottega, casa,casa"
pizzoni,"casetta,casetta,casetta,casetta"
poccolo,casa
pocobello,"casa,casetta"
polacco,casetta
polacho,casa
polani,"casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega,bottega, casa,casa,appartamento, casa,appartamento, casa,casa,casa,casa,bottega,bottega,bottega,bottega,bottega,bottega,bottega,casa,casetta,casa,casa"
poleni,"casa,casetta"
poletti,"casa, fabrico, orto"
poli,"casa,casa, orto"
polichuia,casa
polita,"appartamento, casa,casa"
pollarol,"bottega,casa"
polli,"casa,casa,casa"
polverini,"casa,casa,casa,casa,bottega, casa,bottega, volta,casa,casa,casa"
polvero,casa
pomachel,casa
pomer,"casa, orto,casa,casa,casa,casa"
pomo,"casa,casa,casa,casetta,casa"
ponte,"casa,casa,casa,casa,bottega, volta,bottega,casa"
ponte lodoli,casa
pontello,casa
ponti,"casetta,bottega,casetta,magazzeno"
porta,casa
porta guazzo,"casa,casa"
pozzetto,casa
pozzo,"bottega, casa,bottega,magazzeno,bottega"
pranzani,"appartamento, casa"
prazani,"appartamento, casa"
premuda,"bottega, casa,casa,magazzeno"
presti,"bottega, casa"
previani,casa
prezato,casa
prezzato,"casa,casa,casa,casa,appartamento, casa,bottega,bottega"
priuli,"casa,casa,casa,casa,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casetta,casa,casa, giardino,casetta,casa,casetta,casa,bottega, casa,bottega, casa,bottega,bottega, casa,casa,casetta,casa,casa,casetta,casa,casa,casetta,casa,casa,casetta,casa,casetta,casa,casetta,casa,casa,casetta,casa,casetta,casa,casetta,casetta,casa,casa,casetta,casetta,casetta,casetta,casetta,casa,casa,bottega, casa,bottega, casa,bottega,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega,bottega,casa,casa,bottega, casetta,bottega,casa,casa,casa,casa,bottega,bottega,bottega,bottega,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,casa,appartamento,appartamento,casa,casa, casetta,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,casa,appartamento, casa,appartamento, casa,casa,casa,casa,casa,bottega,casa,casa,magazzeno,casa,casa,casa,magazzeno,casa,bottega,bottega,casa,casa,casa,bottega, casa,casa,casa,casa,casa,casa,casa,bottega,bottega,bottega,bottega,bottega,casa,casetta,casa,casa,magazzeno,volta,volta,bottega,volta,bottega,bottega,appartamento,appartamento,casa,bottega,bottega,bottega, casa,casa,casa,casa,casa"
priuli bollini,"casa,casa"
priuli bonfadini,casa
priuli contarini testa,"bottega, volta"
priuli foscarini,"casa,casa, forno"
priuli ninfa,"casa,casa,casa"
priuli querini,casa
priuli scarpon,"bottega, casa"
priuli zorzi,casa
priulli bonfadini,casa
prot,casa
provini,"bottega,casa"
pugna,"bottega,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa"
pugnalin,casa
pugnalini,casa
pulieri padovana,magazzeno
pulita,casa
purini,casa
puzzini,casa
quadri,"appartamento, casa,appartamento, casa,appartamento, casa"
quagiato,"casa,casa,casa,casa"
quarengo,"casa,casa"
quati,"casa,casa,casa,casa,casa,casa,magazzeno"
quatti,casa
querini,"casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,magazzeno,casa,casa,magazzeno,casa,casa,casa,casa,casa,casa,casa, giardino,casa,casa,casetta,bottega, casa,bottega, casa,bottega, casa,bottega, casa,casa,casetta,casetta,casetta,casetta,casetta,casetta,casa,casa,casa,casa,casa,casetta,casetta,casa,magazzeno,magazzeno,appartamento, casa,bottega, casa,casa,casa,casa,casa,casa,bottega, casa,casa,bottega, casa,casa,casa,calle, casetta,casa,bottega, casa, pollaio,casa,casa,casa,casa,casa,bottega, casa,casa,bottega, casa,bottega, casa,bottega, casa,casa,casa,casa,casa,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega,osteria,casa,casa,casa,casa,bottega, casa,bottega,bottega,bottega, volta,bottega, casa, volta,bottega, casa,appartamento, casa, magazzeno,casa,casa,bottega,bottega,bottega,appartamento, casa,appartamento, casa,bottega,magazzeno,magazzeno,bottega,bottega, casa,bottega, casa,bottega,bottega,casa,bottega,bottega,bottega,bottega,bottega, volta,bottega, volta,bottega,bottega,bottega, volta,bottega, volta,magazzeno,bottega, casa,bottega,bottega,casa, casetta, forno,appartamento, casa,appartamento, casa,appartamento, casa,bottega, casa,casetta,casa,volta,magazzeno,magazzeno,casa,casa,casa,casa,casa,magazzeno,calle, magazzeno,casa,casa,casa,casa,casa,casa,bottega,magazzeno,magazzeno,bottega, calle, casa,magazzeno,casa,magazzeno,magazzeno,magazzeno,casa,casa,bottega, casa,magazzeno,casa,casa,bottega,casa,magazzeno,casa,casa"
querini angaran,casetta
querini baffo,casa
querini bragadin,bottega
querini contarini,"casa,casa,casa,casa,casetta,casa,casa,casa,casa,casa,casa"
radaeli,casetta
raffaeli,casa
raffai,"casa,bottega, casa,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega,bottega,bottega,bottega,bottega,bottega,bottega,bottega, ponte,bottega, ponte,casa"
raggi,casetta
raggio,casa
ragno,"casa,casa"
raipi,"bottega, casa"
raisoni,casa
ramanin,bottega
rapetta,"casa,casetta,casetta"
raspi,"casa,casa,casa,casa,casa,casa,bottega, casa,casa,casa,casa,casa,casa,bottega,bottega, casa,bottega,bottega, casa,casa,casa,casa,casa,casa,bottega, casa,casa,casa,casa,bottega,casetta,casa,casa,casa,casa,casa,bottega, volta,bottega,bottega,bottega,bottega,bottega,bottega,bottega,bottega,bottega,bottega,bottega,bottega,bottega,bottega,bottega,bottega,bottega,bottega,bottega,bottega,bottega,bottega,bottega,bottega,bottega,bottega,bottega,bottega,bottega,bottega,bottega,bottega,bottega,bottega,bottega,bottega,magazzeno,casa,bottega,bottega,bottega,bottega,bottega,bottega,corto, magazzeno,bottega,bottega"
raspri,casa
ratta sila,casa
ratti,casa
ravagni,casa
ravenna,"casa,casa"
razzolini,"magazzeno, ponte"
razzonico,"bottega,casa, magazzeno"
re,"casa,casa"
reali,"casa,casa"
recana,casa
recanati torniello,porta
recordini,bottega
redolfi,casa
redolfo,"casa,casa"
redosto,casa
reggia,"volta,bottega"
regia,casa
regia barbieri,bottega
rempi,casa
renier,"casa,casa,bottega, casa,casa,casa,casa,casetta,casetta,casetta,casa,casetta,casetta,bottega, casa,casa,bottega, casa,casetta,casetta,casetta,casa,casetta,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,bottega, casa,bottega, casa,bottega, casa,casa,casa,casa,casa,casa,bottega, casa,bottega, casa,casa,casa,bottega,bottega, casa,casa,casa,casa,appartamento, casa,casa,bottega, casa,bottega, casa,casa,bottega, casa,bottega, casa,bottega, casa"
renier bondulmier,casa
renier bonvicini,casa
renier capelo,"casetta,casetta,casetta,casetta,casetta"
renzon,"casa,casa"
rezonico,"casa,casa,casa"
rezzonico,"casa,casa, casetta,casa,casa,casa, orto,casa, squero,casa, squero,casa,casa,casa,casa, tagliapietra,bottega,casa, squero"
ricardi,casa
riccaboni alabardi,casa
riccardi,"casa,casa,casa,casa"
ricci,casa
riccoboni,"casa,casa,casa,bottega,bottega"
riccoboni allabardi,"bottega, casa,bottega,casa"
ricetti,"casa,casa"
richeti,casa
ricozzi,casa
rieti,casa
riggo,"casa,casa"
rigoni,casa
rimondi,"casa,casa,casa"
rinaldi,"casa,casa, orto,appartamento,casa,casa, giardino,casa"
riosa,"bottega, casa"
ripardi,casa
rissardi,bottega
riva,"casa,magazzeno,casa, squero,casa,casa,casa,casa,casa,casa,casa,casa,casa, magazzeno,casa,bottega, casa,casa,bottega, casa,bottega, casa,bottega,bottega,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,bottega,casa,bottega,bottega,bottega,bottega,bottega,bottega,bottega,volta,volta,volta,volta,magazzeno"
riva gervasoni,bottega
rizardi,casa
rizzardi,"casetta,casetta,casa,casa,casa,magazzeno,casa,casa,casa,casa,casa"
rizzardi licini,casa
rizzi,"bottega, casa,bottega, casa,magazzeno,magazzeno,casa,casa,bottega,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,casa,casa,casa"
rizzo,"casa,casa,bottega, casa,bottega, casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,casa,magazzeno,volta,appartamento"
rizzotti,"casa,casa"
robacini,"casa,casa"
robiasi,casa
roda,"bottega, casa"
rola,"bottega,casa"
rolandi,"casa, orto,magazzeno"
rolla,"casetta,casetta,bottega,bottega,casa"
rombacini,casa
rombenchi,casa
rombiasi,"casa,magazzeno"
rombiasio,casa
ronbiasi,casa
roncali,"casetta,casa,casa,casa,casa"
roncalli,casa
ronchi,casa
ronzoni,"magazzeno,casa"
ropin,casa
roppelli,"casetta,casetta,casetta"
rosa,volta
roselli,bottega
rosetta,casa
rosi,"casa,casa,bottega, casa"
rosin,casa
rosini,"appartamento, casa,appartamento, casa"
rossetti,"casa,appartamento"
rossi,"bottega, casa,casa,bottega,casa,casa,casa,bottega,bottega, casa,casa,casa,casa,casa,casa,casa,magazzeno,magazzeno,appartamento, casa,appartamento,appartamento,appartamento,appartamento, casa,casa,magazzeno,casa,bottega,bottega, casetta,casetta,magazzeno,appartamento, casa,appartamento,appartamento,bottega, casa"
rossi dalla motta,"casa,casa"
rossi dario,"casa,casa,casa"
rossini,"bottega,bottega, casa,casa,casa"
rosti,casa
rota,"magazzeno,casa,bottega,bottega,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa"
rotta,"magazzeno,casa,casetta"
rovea,casetta
rovetta,"casa,casa,casa"
rubbi,"bottega, casa, pollaio,casa,casa,casa,casa,casa,casa,bottega,casa"
rubbini,bottega
rubelli,casa
ruberti,"casa,casa,bottega, casa,casa"
ruberti cremonesi,casa
rubini,"casa,bottega, casa, tagliapietra,casetta,casetta,casetta,casetta,casetta,casa, corto,casa, orto,casa,casa"
ruggeri,"casa,casa"
ruini,"casa,casa,casa,casa,bottega, casa,casa"
rumieri,casa
rusca,"casa,casa,casa,casa,casa,casa"
rusconi,casa
ruti,"casa,casa"
ruzini,"appartamento, casa,casa,casa,bottega,casa,casa,casa,casa,casa,casetta,casa,casa"
ruzzini,"casetta, giardino,casa,casa,bottega,bottega, casa,appartamento, casa,casa,casa,casa,casa,casa,casa,casa,casa, magazzeno,casa"
sabada,bottega
sabioni,bottega
saggio,"bottega,casa,casa"
saghes,"bottega, caffe, luogo"
saghezi,casa
sagramoso,bottega
sagredo,"casa,casa,casa,casa,casa,casetta,casetta,casetta,casetta,casetta,bottega, casa,appartamento, casa,appartamento, casa,appartamento, casa,bottega,bottega,bottega,bottega,bottega,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,casa,casa,casa,magazzeno,bottega, casa,casa,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,casa,casa,bottega,bottega,bottega, casotto,casa,bottega,casa,casa,casa,casa,bottega,casa,bottega,bottega, casa,magazzeno,casa,casa,casa,casa,bottega, volta,bottega,casa,scala,scala"
sagredo dona,scala
sagredo donada,"scala,scala,scala,scala,scala"
sagredo spinelli,"casa,casa"
sagredo zambelli,"casa,casa"
sala,"casetta,casa,casa,casa"
salamon,"casa,casa,casa,casa,casetta,casa,casetta,casetta,casa,casa,casa,bottega, casa,bottega,casa,casa,bottega, portico,scala,appartamento,casa"
saleo,casa
saler,"casa,casa,casa,casa,casa,appartamento"
saleri,casa
salomon,casa
saluzzo,"bottega, caffe"
salvi,casa
salvioni,"bottega,casa,magazzeno"
san giovan toffetti,"casa,casa,casa,casa,casa,casa,casa,casa, giardino,bottega,casa,casa,casa"
sandei,"casetta,casa,casetta,casetta,magazzeno,casa,casa,casa,casa,casa,casetta,casetta,magazzeno,casetta,casetta,casetta"
sandi,"casa,casetta,magazzeno,bottega, casa,casa,casa,casa,bottega, casa,bottega,bottega, casa,casa,bottega, casa,casa,casa,casetta,casetta,casa"
sandrelli,"bottega,casa"
sandri,casa
sangian bofetti,casa
sangiantofetti,"casa,casa,casa,casa,casa"
sangiatofetti,casa
sangiontoffetti,"appartamento, casa"
sanguinazzi rapetta,casa
sansenio,casa
sanson,casa
sansoni,"casa,casa"
sansonia,volta
santi,"casa,casa"
santi busca,"casa,casa"
santolini,casa
santonini,bottega
santorio,"casa,casa,casa,bottega,casetta,bottega"
santurini,casa
sanudo,"casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,forno,bottega, casa,volta,bottega,bottega, pollaio,bottega,casa, magazzeno,casa"
sanzia,bottega
sanzonio,"casa,casa,casa"
saraval,"casa,casa,casa,bottega,casa, scala,casa, scala,casa,casa"
sardi,"magazzeno,appartamento, casa,appartamento, casa,appartamento, casa,appartamento,appartamento,appartamento,appartamento,appartamento,appartamento,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,casa,casa,casa,casetta,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, tagliapietra,casa,appartamento,appartamento,appartamento,appartamento,appartamento,appartamento,appartamento,casa,magazzeno,bottega,casa,casa,casa,bottega"
sartorio,"bottega, casa,casa,casa"
sarzetto,"bottega,bottega,bottega"
savelli,casa
savi,"bottega,bottega"
savicho,casa
savioni,"casetta,casa,casa,casa,casa"
savognarn,bottega
savoldelli,"bottega, casa"
savorgna,casa
savorgnan,"bottega,bottega,casa,casa, orto,bottega,casa, orto,casa,casa,casa,casa,bottega, casa,bottega,casetta,casetta,casetta,casetta,casetta,casetta,casetta,casetta,bottega, casa,casa,casa,casetta,casetta,casetta,casetta,casetta,casetta,casetta,casetta"
savorgnian,"casa,casa,casa,casetta,locanda,casa"
savorgnian martinengo,casa
savornian,"bottega, casa,bottega, casa,bottega,bottega, casa"
sbrignadello,casa
scalfarotto,"appartamento,casa,casa,casa,casa,casa,casa,casa"
scanzi,casa
scanzi cechina,casa
scarella,"casa,volta"
scarmignani,"casa,casa"
scarminati,"casa,casa,casa"
schiaviari pesenti,"casa, orto"
schiavo,"bottega,bottega,bottega"
schiavon,casa
schietti,"appartamento, casa,appartamento, casa,appartamento, casa"
scolari,casa
scoli,"casa,casa,casa,casa,casa,casa,casa,casa"
scombreto,"casa,casa,casa,casa"
scoti,"casa,casa"
scotta,casa
scotti,"bottega,bottega,bottega,casa,magazzeno,casa,casetta,casetta,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,casa,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa"
scotti piccini,"casa,casa"
segre,bottega
seles,"bottega,bottega, casetta,bottega,bottega,bottega, casa"
seloni,"casa,casa"
semeari,casa
semensi,casa
semenzi,"casa,casa,casa,casa,casa,casa,casa,casa,bottega"
semettin,casa
semitecolo,"casa,casa,casa,casa,bottega, casa,casa"
semitecolo guerra,"casa,casa"
semittecolo,"bottega, casa, pollaio"
semolen,casa
semolina,casa
sera,casa
serafini,"bottega,bottega"
serfantin,casa
settemin,"casa,casa"
settevin,casa
sghezzi,casa
sieps,casa
signoretti,"casa,casa,casa"
sila,casa
silvestrini,"casa,casa,casa,casa,casa"
simoni,"casa,casa,magazzeno"
sizza,casa
soardi,"casa,casa"
soares trevisan,"casa,casa,casa"
soderini,casa
sola,"casetta,casa,casa,casa,bottega, casa,casa,casa,casa"
solari,"casa,casa,appartamento, casa,appartamento, casa,casetta,casetta,casa,casa,casa,casa,bottega,casa,casa,casa"
soldadini,magazzeno
somazzi,casa
sonzonio,casa
soprana,"casa,casa"
sora,"bottega, casa, pollaio,casa,casa,bottega,appartamento"
sorana,casa
sorano senin,magazzeno
soranza,casa
soranzo,"bottega, casa,casa,casa,casa,casa,bottega, casa,casa, orto,casa,casa,casa, orto,bottega, casa,casa,casa,bottega, casa,bottega, casa,bottega, casa,bottega, casa,bottega, casa,bottega, casa,casa,casa,casa,bottega,appartamento, casa,casa,casa,casa,bottega, casa,casa,casa,casa, corto,casa,casa,casa,magazzeno,casa,casa,casa,casa,casa,casa,casa,casa,bottega,casa,bottega, casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,casa,casa,casa,casa,casa,terreno,casa,casa,casa,bottega, casa, scala,casa,casa,casa,magazzeno,casa,casa,casa,casa,casa,casa,casa,casa,magazzeno,casa,casa,casa,casa,casa,casa,casa,casa,bottega, casa,casa,casa,casa,casa,casa,casa,bottega, casa,bottega, volta,bottega, casa,bottega,bottega, casa, casetta,casa,casa,casa,casa,casa,casa,bottega,casa,casa,bottega,bottega,bottega, casa,bottega, casa,casetta,casetta,volta,bottega,bottega,casetta,casa,bottega, casa,bottega,casa,casa,casa,casa,casa,casa,casa, forno"
soranzo crota,"casa, casetta,casa, casetta"
soranzo crotta,"casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,bottega, tagliapietra,bottega, casetta"
soranzo doro,"bottega,bottega, casa"
soranzo grotta,"magazzeno, tagliapietra,casa,casa,casetta,casetta,casa,volta"
soranzo longo,"casetta,casetta"
soranzo picoli,casa
soranzo piovene,"magazzeno,magazzeno,casa"
soravia,magazzeno
sorci,bottega
sorei,"casa,casa"
sorra,casa
sorzetto,casa
sovardi,bottega
sozzi,"casa,casa"
spada,casa
spadon,"bottega, volta"
spadoni,"casa,casa"
spelimbergo,casa
spigariol,casa
spilimbergo,"casa,casa"
spinazzi,casa
spineli,casa
spinelli,"casa,bottega,bottega,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, casa,appartamento, camera, casa,appartamento, camera, casa,appartamento, casa,appartamento, casa,magazzeno,magazzeno,magazzeno,magazzeno,bottega, casa,bottega, casa"
spinelli barisoni,"appartamento, casa,appartamento, casa"
spinello,"appartamento, casa,appartamento, casa"
squadron,"casa,casa,forno,casa"
stai,"bottega,magazzeno"
stancani,"casa,casa"
stancari,"bottega, casa"
stefani,"casa,casa,casa, squero,casa,casa,casa,bottega"
steffani,"bottega,casa,bottega,bottega,bottega,bottega, volta"
stella,"casa,casa,casa,casa,casa"
stemar,casa
straolin,"casa,casa,casa,casa,casetta"
stringari,casa
stropari,"bottega,bottega"
stropian,casa
stropiani,casa
stua,"casa,casa"
suarez,"casa,casa"
suarez barbaran,casa
suarez trevisan,casa
succi,casa
succis,casa
suci,"casa,appartamento, casa,appartamento, casa"
superchi,"casa,casa"
superchi lombardo,casa
superchi magalotti,casa
superchi morosini,casa
sutta,casa
suzzi,"casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa"
tabacco,"appartamento, casa,appartamento, casa"
tacovich,"bottega,bottega"
taffarello canella,bottega
taffetti,"casa,casa,casa,casa"
taggetti,casa
tagher,"casa,casa"
tagliapietra,"casetta,casa,casa,magazzeno"
tamagin,casa
tamagnin,casa
tamagno,"bottega, casa,casa, orto,magazzeno"
tanaglia stoppin,"casa,casa,casa"
tanza,"casa,casa,casa,casa,casa"
tarabotto,casetta
tasca,"magazzeno,casa,casetta,bottega,bottega,casa,magazzeno,casa,casetta,casa,casa,casa,bottega, casa,casa,casa,bottega, casa,bottega, casa,bottega,bottega, casa,bottega, casa,bottega, casa,bottega, casa,casa,casa,casa"
tascha,casa
taschi,casa
tasini,"bottega, casa"
tassin,"casa,bottega"
tassis,casa
tavana,casa
tavei,casa
tavelli,"forno,bottega"
tealdi,casa
teardo,casa
tebaldi,"casa,casa,casa,casa"
teracina,"casa,casa"
terracina,casa
terreni,bottega
terzi,"casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa,casa"
tessari,volta
tessini,magazzeno
testa,"casa,casa,casa,appartamento,appartamento,casa,casa,appartamento,casa,casa,casa,casa,casa,appartamento,appartamento,casa,appartamento,casa,casa,appartamento,casa,casa,casa,casa,casa,orto, palazzo,casa,casa,casa"
tetta,casa
teza forner,"casa, forno"
thiepolo,"casa,bottega, casa"
tibon,casa
ticconi,casa
tiepola,"bottega, casa"
tiepoli,"casa,casa"
