owner_family_name,building_functions
berlendis,"['bottega', ' volta', 'bottega', 'casa', 'bottega', 'casa', 'magazzeno', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'magazzeno', 'magazzeno', 'magazzeno', 'casa', 'magazzeno', 'casa', ' magazzeno', 'casa', 'casa', 'casa', 'casa', ' magazzeno', 'casa', 'casa', 'casa']"
berlendis barziza,"['casa', 'casa', ' corto']"
berlendis contarini,"['casa', 'casa', 'casa']"
berlevi,['casa']
bernardi,"['casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'bottega', ' casa', 'casa', 'appartamento', ' casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'bottega', ' casa', ' corto', 'bottega', ' casa', 'casa', 'bottega', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'bottega', ' casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
bernardo,"['casa', ' corto', 'bottega', ' casa', 'bottega', ' casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', ' corto']"
bernesan biasuti,['casa']
berretta,"['bottega', ' casa']"
bertacina,['casa']
bertani,"['casa', 'casa']"
bertelli,"['casa', 'casa', 'casa']"
berten,"['casa', ' magazzeno', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', ' corto', 'casa', ' corto']"
berteri,['casa']
berti,"['casa', ' corto', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'andito', 'casa', 'casa', ' corto', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'bottega', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' forno', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'palazzo']"
berti fracasso,"['casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'magazzeno', 'corto', ' sottoportico', 'corto', ' sottoportico', 'magazzeno']"
bertignaza,['casa']
bertignazza,['casa']
bertoli,"['casa', 'casa', 'magazzeno', 'bottega', ' volta', 'bottega', ' volta']"
bertoli manzoni,"['magazzeno', 'casa']"
bertolini,"['casa', 'casa', 'casa']"
bertoti,"['casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'andito', ' corto', 'casa', 'casa', ' corto', 'casa', ' corto']"
bertotti,['bottega']
betti,['casa']
bettini,"['casa', 'bottega', ' casa']"
bettio,"['bottega', ' casa', 'bottega', ' casa', 'casa']"
bettoni,"['casa', 'casa', 'casa', 'casa', 'casa', ' corto']"
bettoni grassi,"['casa', ' magazzeno', 'casa']"
bevilacqua,"['casa', 'casa', 'casa', 'casa', 'bottega', ' casa', ' corto', 'magazzeno', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa']"
bevilacqua comacchio,['casa']
bezza,"['bottega', 'bottega']"
biancardi,"['casa', 'casa']"
bianchi,"['casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'bottega', ' casa', 'magazzeno', 'casa', 'bottega']"
bianchini,"['casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'bottega', ' casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa']"
bianchini d.,"['casa', 'casa', ' magazzeno']"
bianconi,"['magazzeno', 'casa']"
bianza,"['casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa']"
bianza gradenigo,"['casa', 'casa', 'casa', 'casa', 'bottega', ' casa']"
biaseti,['casa']
biasetti,"['casa', 'casa']"
biasi,['bottega']
biasiuti,"['casa', 'magazzeno', 'magazzeno', 'magazzeno', 'magazzeno', 'magazzeno']"
biasuti,"['casa', ' magazzeno']"
biasutti,['magazzeno']
bichiacchi,"['casa', 'casa', 'casa']"
bigaglia,['casa']
bignardi,"['casa', 'casa']"
binetti,"['bottega', 'bottega', 'bottega', ' stanza']"
biondetti,['casa']
biretti,['bottega']
bischuchia,"['casa', ' corto', 'magazzeno']"
biscuchia,['casa']
bissa,"['casa', ' corto']"
bissano,"['bottega', ' casa']"
bisson,"['bottega', ' casa', 'casa', 'casa']"
bissoni,['bottega']
blasto',"['casa', ' corto', 'casa', ' corto', 'casa', ' corto']"
boari,"['casa', 'casa', 'casa', ' corto', 'casa']"
bocarin,"['bottega', ' casa']"
boccacini,"['bottega', ' casa']"
bocchiali,"['casa', ' corto']"
bocchini,"['casa', 'bottega']"
bochetti,['casa']
bochi,"['bottega', ' casa']"
bodigioni conti,"['casa', ' corto', 'casa', ' corto']"
bodio,['casa']
boemo,['casa']
boerio,"['casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
bolani,"['magazzeno', 'bottega', ' casa', ' corto', 'casa', 'casa', 'andito', ' corto', 'bottega', ' casa', 'casa', ' corto', ' magazzeno', 'casa', 'casa', 'casa', ' magazzeno', 'casa', ' magazzeno', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', 'magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
bolani venier fonte,['casa']
boldrin,"['bottega', 'bottega', ' casa', ' corto', 'casa', 'casa']"
boldrini,['casa']
boldu,"['casa', 'casa']"
boldu',"['bottega', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', 'corto', ' sottoportico', 'bottega', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', ' corto', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', ' corto', 'bottega', ' casa', 'casa', ' magazzeno', 'magazzeno', 'magazzeno', 'casa', 'casa']"
boldu' lion,['bottega']
boldù,"['casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'magazzeno', 'palazzo', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
bolini,"['casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', ' corto', 'casa', ' corto', 'corto', 'casa', 'casa', 'magazzeno', 'casa', 'casa', ' corto', 'casa']"
bollani,"['casa', ' corto', 'magazzeno', 'scuderia', 'scuderia', 'scuderia', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'magazzeno', 'casa', 'casa', 'magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'bottega', 'bottega', ' stanza', 'bottega', ' stanza', 'bottega', ' stanza', 'bottega', ' stanza', 'bottega', ' stanza', 'bottega', 'magazzeno', 'bottega', ' magazzeno', 'casa', 'casa', 'casa', 'casa', 'bottega']"
bollini,"['bottega', 'casa']"
bollis,"['casa', ' magazzeno', 'casa', 'casa', ' magazzeno', 'casa', 'casa', 'casa']"
bomba,['casa']
bombarda,"['casa', 'casa']"
bon,"['bottega', 'magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
bon giustinian,"['casa', ' corto']"
bon poli,"['casa', ' corto']"
bon soranzo,"['casa', ' corto']"
bona provini,"['bottega', ' magazzeno']"
bonacina,"['casa', 'casa', 'casa', 'casa']"
bonacini,"['bottega', ' casa', ' corto']"
bonadei,"['casa', 'bottega', ' casa', ' magazzeno', 'bottega', ' casa', ' magazzeno', 'casa', 'magazzeno']"
bonagiuti,['casa']
bonagli rugeri,"['casa', 'casa', 'casa', 'casa']"
bonagrazia,"['bottega', ' casa', 'bottega', ' casa', 'casa']"
bonali,"['casa', 'casa', 'casa', 'casa', 'casa']"
bonamin,"['casa', 'casa']"
bonassina,"['casa', 'casa', 'casa', ' magazzeno']"
bonassina manzoni,"['casa', ' magazzeno']"
bonatelli,"['bottega', ' casa']"
bonati,"['casa', ' corto']"
bonavida,"['casa', 'casa']"
boncio,"['casa', 'casa', ' corto', 'andito', ' corto', 'andito', ' corto', 'andito', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'magazzeno', 'magazzeno', 'magazzeno', 'casa']"
boncompagni,['bottega']
bondoner pisani,['casa']
bondumier,"['casa', 'casa']"
bondunier,"['casa', ' magazzeno', 'casa', 'casa']"
bone,"['casa', 'casa', ' corto']"
boneti,['casa']
boneti brunelli,"['casa', ' corto', 'casa', 'casa', 'casa', 'casa']"
bonetti,"['casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'corto', ' palazzo', 'corto', ' palazzo', 'giardino', 'giardino', 'casa', 'casa', 'bottega', ' casa']"
bonfadini,"['bottega', 'bottega', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', ' corto', ' magazzeno', 'casa', ' corto', ' magazzeno', 'bottega', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' forno', 'casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'appartamento', 'appartamento', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', 'corto', ' palazzo', 'casa', ' magazzeno', 'casa', ' magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', 'magazzeno', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', 'casa']"
bonfadini minelli,"['magazzeno', 'magazzeno']"
bonfandini,"['bottega', ' casa', 'bottega', ' casa']"
bonferro,['magazzeno']
boni,"['casa', 'casa', 'casa']"
bonicelli,"['casa', 'casa', 'casa', 'appartamento', 'casa', 'casa', ' magazzeno', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'magazzeno', 'casa']"
bonicelli bolani,"['bottega', ' casa', 'casa', 'casa', 'bottega', ' casa']"
bonifazio,"['casa', 'casa']"
bonini,['casa']
boniotti,"['casa', 'casa', 'casa', 'casa']"
bonis,"['casa', ' corto', 'casa', 'corto', 'appartamento', 'casa']"
bonlini,"['casa', ' corto', 'casa', ' corto', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', ' corto', 'casa', 'casa', ' corto', 'bottega', ' casa']"
bonlini renier dalmet,['casa']
bonomio,['casa']
bonomo,"['bottega', 'casa', 'andito', 'casa', 'casa', 'casa', 'casa', ' corto']"
bononi,"['casa', ' corto', 'casa', ' corto']"
bontempi,"['casa', 'casa', 'corto', ' sottoportico', 'casa', 'casa', 'casa', 'casa']"
bontempo gradenigo,"['bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', ' corto', 'casa', 'magazzeno', 'casa']"
bontina,"['casa', 'casa']"
bonvecchiato,"['casa', 'casa', 'bottega', 'bottega', 'casa']"
bonvicini,"['casa', 'casa', 'casa', ' magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', ' corto', 'casa', ' magazzeno', 'corto', ' sottoportico', 'corto', ' sottoportico', 'corto', ' sottoportico', 'corto', ' sottoportico', 'corto', ' sottoportico', 'corto', ' sottoportico', 'bottega', ' casa', ' corto', 'casa', ' corto', ' magazzeno', 'casa', 'corto', ' sottoportico', 'bottega', ' casa', 'casa', 'casa', 'casa', ' magazzeno', 'magazzeno', 'bottega', ' casa', 'magazzeno']"
bonvicini griti,"['casa', 'casa', 'bottega', ' casa', ' corto', 'casa', 'casa', 'casa', 'casa', ' corto']"
bonvicini gritti,"['bottega', ' casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'bottega', 'bottega', ' casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
bonzio,"['bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'magazzeno', 'casa', ' magazzeno', 'casa', ' magazzeno', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa']"
boraleri,['appartamento']
boralevi,"['bottega', 'casa', 'casa']"
bordes,"['casa', 'casa']"
bordini,"['bottega', ' casa']"
borella,"['casa', 'casa', ' corto']"
borghesallo,['bottega']
borghetti,"['casa', 'appartamento', 'appartamento', 'bottega', ' casa', 'casa', 'casa']"
borghi,"['bottega', ' casa']"
borin,"['casa', 'casa', 'casa', ' corto', 'casa', 'bottega', ' casa', 'casa', 'casa']"
borina,"['casa', ' corto']"
borini,"['casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa']"
borio,['casa']
borlini,"['casa', ' magazzeno']"
boromeo,"['casa', 'bottega', ' casa']"
borromeo,"['bottega', ' casa']"
borsoti,['casa']
bortolamiello,"['casa', ' corto']"
bortoleti,"['casa', 'casa', 'casa', 'casa']"
bortoli,"['casa', 'bottega', 'bottega', ' casa', 'casa']"
bortoli roncan,"['casa', ' magazzeno']"
bortolini,['casa']
bortoloti,['bottega']
bortoloto,['bottega']
bortolotti,"['bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'fabbrica', ' locale', 'fabbrica', ' locale', 'fabbrica', ' locale', 'casa', 'casa', ' corto', 'casa', ' corto', 'bottega']"
bosa,"['casa', 'casa', ' magazzeno']"
bosato,['magazzeno']
boscheti,['casa']
bosco,"['casa', ' corto']"
boscovich,"['casa', 'casa', 'bottega', ' casa']"
bosio,"['casa', 'casa', 'bottega', ' casa', ' corto', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', ' forno', 'casa', ' corto', ' forno', 'casa', ' forno', 'casa', ' magazzeno', 'magazzeno', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa']"
bossi,"['casa', 'casa', 'casa', 'casa', 'casa', ' magazzeno', 'casa', ' corto', 'casa', 'casa', 'bottega', ' casa', 'casa', ' corto', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'corto', ' magazzeno', 'corto', ' magazzeno', 'bottega', ' casa', 'casa', 'bottega', ' casa', 'casa', 'bottega', ' casa', 'bottega', 'bottega', ' volta', 'bottega', ' corto', 'casa', 'bottega', 'casa', 'bottega', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' magazzeno', 'casa', 'casa', 'casa', 'casa', ' corto', ' magazzeno', 'casa', 'casa', 'casa']"
botoli,"['casa', 'casa']"
botolotti,['bottega']
botolovi,"['casa', 'casa', ' corto']"
bottari,['magazzeno']
botti,"['casa', 'casa']"
bovicini gritti,['casa']
bozzi,['casa']
bozzo,"['casa', ' corto']"
brache',"['casa', 'casa']"
bradamante,"['casa', ' corto', 'casa', ' corto', 'casa', ' corto']"
bragadin,"['casa', ' corto', 'casa', 'casa', ' corto', 'casa', 'casa', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'corto', ' magazzeno', 'casa', 'bottega', 'corto', ' sottoportico', 'bottega', 'casa', 'bottega', ' casa', 'bottega', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', ' corto', ' magazzeno', 'bottega', ' casa', ' corto', ' magazzeno', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'bottega', 'bottega', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'bottega', 'casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', 'casa', 'bottega', ' volta', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'appartamento', 'magazzeno', 'appartamento', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'bottega', 'casa', ' corto', 'magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa']"
bragadin corner,"['casa', 'casa']"
bragadin costantin,"['casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'bottega']"
bragadini,['casa']
bragatino,['casa']
bragatto,"['casa', 'bottega', ' casa']"
bragolin,"['casa', 'casa']"
braider,['casa']
branchini,['casa']
brandennate,"['casa', ' magazzeno']"
brandolin,"['casa', ' corto']"
braoeti,['casa']
braschi morosini,"['casa', 'casa', 'casa']"
brasi,"['bottega', ' casa']"
brasuich,['magazzeno']
brati,['magazzeno']
braveti,['casa']
bravetti,"['casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
brazza,"['casa', 'casa', 'casa']"
brazzi,['casa']
breda,"['casa', 'casa']"
bregolin,"['bottega', ' casa']"
bresciani,['casa']
bressa,['bottega']
bressanin,"['casa', 'casa', 'casa', 'bottega', ' casa']"
brini,"['casa', 'casa', 'casa']"
brombilla,"['casa', 'casa', 'casa']"
brun,['casa']
brunato,"['casa', 'casa', ' corto']"
brunelli tiossi,"['casa', ' corto']"
brunello,"['sottoportico', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'magazzeno', 'casa', 'bottega', ' casa', 'casa']"
brusacerame,['casa']
brussa,"['bottega', 'bottega', ' casa', ' magazzeno']"
buccella,"['casa', ' corto', 'casa', ' corto']"
bucci,['casa']
buchi,"['bottega', ' casa', 'casa', 'casa']"
bucinello,['casa']
buffetti,"['casa', 'casa']"
bujarovich,"['casa', 'casa', 'corto', ' sottoportico', 'corto', ' sottoportico']"
bujovich,"['casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'corto', ' sottoportico', 'casa', 'bottega', 'bottega', 'sottoportico', 'casa', 'casa']"
buldu',['casa']
bullo,['magazzeno']
bulo,"['casa', 'casa', 'casa']"
buontempo gradenigo,['casa']
burci,"['casa', ' corto']"
burella sarmazia,"['casa', 'casa', 'casa']"
burinello,"['casa', 'casa']"
busca,"['casa', 'casa']"
busca lion,"['bottega', ' casa']"
busella,"['bottega', ' casa']"
busetto,"['casa', 'casa', ' corto']"
busi,"['casa', 'casa', 'casa']"
busida,"['casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'bottega', 'casa', 'casa', ' corto', 'casa', ' corto']"
businello,"['casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa']"
businoni,['casa']
bussato,"['casa', 'casa']"
bussella,['magazzeno']
bustasi,"['casa', 'casa', 'casa']"
butacalice,"['casa', ' corto', 'casa']"
butacalize,"['magazzeno', 'casa', 'casa']"
butta,['casa']
buttacalice,"['casa', 'casa', 'casa', 'casa']"
cabianca,"['casa', 'casa', 'casa']"
cademo,"['bottega', ' casa', ' corto', 'bottega', ' casa', ' corto']"
cadenella,['magazzeno']
cadognola leoni,"['casa', 'casa']"
cadorin,"['bottega', ' casa', ' corto', 'bottega', ' casa']"
caffari,['bottega']
cagliari,"['casa', 'casa']"
cagliari fantinelli,"['magazzeno', 'bottega', ' casa', 'bottega']"
cagnini,"['casa', 'bottega', ' casa']"
caimo,['casa']
cajmo,['casa']
calbo,"['casa', ' corto', 'andito', ' corto', 'casa', 'casa', ' magazzeno', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa']"
calderari,"['casa', 'casa', 'casa', 'casa', 'corto', ' sottoportico', 'casa']"
caldiera,"['casa', ' magazzeno', 'casa', ' magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
caldonazzo,['casa']
calegari,"['magazzeno', 'casa', 'casa', 'casa', 'bottega', 'magazzeno']"
calegera foscarini,"['casa', ' corto']"
caliari fantinelli,"['casa', 'casa', 'bottega', ' casa', 'casa']"
calichiopoli,"['casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
calichipoli,"['corto', ' sottoportico', 'casa']"
califfe,['bottega']
calliari,"['magazzeno', 'casa', ' corto', 'casa', ' corto']"
calliari fantinelli,"['bottega', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' magazzeno', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa']"
calogera',"['casa', ' corto', 'bottega', ' casa', ' corto', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa']"
calogera' foscarini,"['bottega', ' casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' magazzeno', 'magazzeno', 'casa', 'casa', 'bottega', ' casa']"
calura,"['casa', ' corto', 'casa']"
calvi,"['casa', ' corto', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' magazzeno', 'casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', ' luogo', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'appartamento', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto']"
calvi manzoni,"['appartamento', 'casa', 'casa']"
calvi savoldello,"['casa', ' corto']"
calvo,"['casa', 'casa', 'casa', 'casa']"
calvo grota,['casa']
calzavara,['bottega']
calzon,"['andito', 'casa', 'casa', ' magazzeno']"
camauli,"['casa', 'casa', 'casa']"
camerata,"['bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'magazzeno', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto']"
caminarovich,"['casa', ' corto', 'casa', 'casa', ' magazzeno', 'casa', 'casa', 'casa']"
